id,text,aspects
1407,"anyways , if re in neighborhood to eat good food , waste my time trying to find something , rather go across street to tamari .","['good food', 'my time']"
1408,dahkin also offer prix fixe lunch buffet .,"['lunch buffet', 'fixe buffet', 'prix buffet', 'prix fixe lunch buffet']"
1409,"although place could be little eye catching roomier , at time , it really matter .",[]
1410,barely see never mind conversation .,[]
1411,my frist time at cafe st. bart must say delicous food service .,"['my frist time', 'frist time', 'food service', 'delicous service', 'cafe st. bart', 'delicous food service']"
1412,get it either .,[]
1413,went on double date friend girlfriend drink appetizer .,"['double date', 'drink appetizer', 'friend appetizer', 'girlfriend drink', 'date appetizer']"
1414,great to grab hot bagel on way to work .,['hot bagel']
1415,"it like took leftover chicken , poured oil sprinkled pepper powder it sauce translucent red .","['oil sprinkled pepper powder', 'translucent red', 'sprinkled powder', 'leftover chicken', 'pepper powder']"
1416,"one would think we get an apology or complimentary drink instead , we got snobby waiter even take order minute gave u lip we asked to do so .","['snobby waiter', 'order minute']"
1417,one of my favorite place in manhattan .,"['favorite place', 'my favorite place']"
1418,"brought glass bottle , left bottle at table .",['glass bottle']
1419,"we actually gave tip we never done despite mediocre food service , we felt totally ripped .","['mediocre service', 'food service', 'mediocre food service']"
1420,we looking forward to nice glass of sangria we arrived .,['nice glass']
1421,would highly recommand requesting table by the window .,['the window']
1422,"we enjoyed food , we highly disappointed by poor service waiter not quite competent slow service lack of remorse .","['service lack', 'competent lack', 'poor service waiter', 'slow service', 'poor waiter', 'service waiter']"
1423,one never patronize .,[]
1424,stumbled upon great pizzeria a explored my new neighborhood .,"['my new neighborhood', 'new neighborhood', 'great pizzeria']"
1425,"hearing lot of great thing , passing by it on daily basis , we decided to try .","['great thing', 'daily basis']"
1426,"service , however , bright flower in garden .",['bright flower']
1427,"so , , give it try .",[]
1428,stay far away .,[]
1429,we come back ! !,[]
1430,we ve to grocery three time not an item on menu disappointed .,"['not an item', 'disappointed item']"
1431,"food is good but part , it regular food , nothing special .",['regular food']
1432,touch jalapeno heat contrast it would good indeed .,"['jalapeno contrast', 'heat contrast', 'jalapeno heat contrast']"
1433,tried pad see ew on recommendation of last reviewer since it one of my favorite dish .,"['last reviewer', 'tried pad', 'favorite dish', 'my favorite dish']"
1434,we go back,[]
1435,"we ate in back patio , is worth it a it cool music is hear well .","['back patio', 'cool music', 'a it cool music']"
1436,location is perfect .,[]
1437,"guacamole shrimp appetizer really great , we filet , good , much like frites came , but filet so good , neither of u cared .","['shrimp appetizer', 'guacamole shrimp', 'guacamole shrimp appetizer', 'good filet']"
1438,lunch special is an asbolute steal .,"['lunch special', 'an asbolute steal', 'asbolute steal']"
1439,food is asian air fusion .,"['asian air fusion', 'asian fusion', 'air fusion']"
1440,nothing fancy but really good food pretty reasonable price .,"['good food', 'reasonable price', 'pretty reasonable price', 'really good food']"
1441,"the chicken pot pie is excpetiona , the cheeseburger huge delictable , the service professional wan warm .","['the service professional wan', 'the cheeseburger', 'professional wan', 'pot pie', 'the chicken pot pie', 'chicken pot']"
1442,"quite liked food ambience , not quite sure if it really deserve it michelin rating displayed so prooudly in window .","['michelin rating', 'quite liked food ambience', 'sure ambience', 'liked ambience', 'food ambience']"
1443,surprised of bad review posted ve to tamarind or time always come away extremely satisfied looking forward to returning .,['bad review']
1444,"but on lazy saturday night , we ended up going .","['saturday night', 'lazy saturday night', 'lazy night']"
1445,italian employee may not speak best english but me add to experience .,['italian employee']
1446,"never eaten in , however , upon reading review got take last week .","['last week', 'reading review']"
1447,dinner brunch .,['dinner brunch']
1448,"ve to at cafe spice probably time , it is probably still best indian around union square .","['cafe spice', 'union square']"
1449,not worth price .,"['not worth price', 'worth price']"
1450,would recommend perfect looking close to grand central .,[]
1451,moment enter till moment walk friendly helpful staff fantastic .,"['friendly staff', 'helpful staff']"
1452,service good food is wonderful .,"['good food', 'service good food']"
1453,friend .,[]
1454,get excellent service advice .,"['service advice', 'excellent advice', 'excellent service advice']"
1455,is bit noisy but is something be overlooked sit enjoy great meal,['great meal']
1456,"fan of spicy ethnic food , indian included , made friend long ago .","['spicy ethnic food', 'ethnic food', 'spicy food']"
1457,please save frustration .,[]
1458,say snacking it really is not set up to be proper dinner .,['proper dinner']
1459,quality of food at accompanied by fantastic live jazz make perfect !,"['fantastic jazz', 'fantastic live jazz', 'live jazz']"
1460,"eaten at saul , many time , food is always consistently , outrageously good .",['many time']
1461,always ask bartender seasonal beer ! !,"['bartender seasonal beer', 'seasonal beer']"
1462,"if visiting , ll enjoy ambiance fact it in time sq ...","['time sq', 'ambiance fact']"
1463,"we on way back to nj , since am in ny , we figured not grab food ?",[]
1464,sandwich tho pricey stuffed serve person easily thus cost effective !,"['stuffed person', 'serve person', 'sandwich tho', 'pricey person']"
1465,comparing it to chinatown restaurant is simply not fair .,[]
1466,service food is one would expect spending type of money .,"['spending type', 'service food']"
1467,love atmosphere felt like in paris .,['love atmosphere']
1468,every course better next .,[]
1469,"not cheap , but not expensive either .",[]
1470,staff is incredibly helpful attentive .,"['helpful attentive', 'incredibly helpful attentive']"
1471,"if presentation service is thing , magic show work .","['magic show', 'presentation service', 'show work']"
1472,"apparently , good cook work .","['cook work', 'good cook']"
1473,pleasantly suprised .,[]
1474,yellowtail particularly good a well .,[]
1475,one less manhattanite better .,[]
1476,everyone is welcomed in a family .,['a family']
1477,ate clam oreganta and spectacular salad with perfectly marinated cucumber and tomato with lot of shrimp and basil .,"['marinated cucumber', 'spectacular salad', 'perfectly marinated cucumber', 'clam oreganta']"
1478,"menu changed , portion even smaller , lentil dish salty beyond edibility , basmati rice dish lacked flavor .",['basmati rice dish']
1479,"spice is sleek , modern cool menu not hurt wallet .","['modern menu', 'cool menu', 'modern cool menu']"
1480,patroon feature nice cigar bar great staff .,"['great staff', 'feature cigar', 'nice cigar']"
1481,"hey , think block walk bad .",[]
1482,affordable excellent ambient !,"['affordable ambient', 'excellent ambient', 'affordable excellent ambient']"
1483,look elsewhere .,[]
1484,"important , sushi rival best in tokyo .","['important , sushi rival', 'important rival', 'sushi rival']"
1485,never cheescake like .,[]
1486,"bill little high , but worth it .",['high bill']
1487,"seriously doubt ever at jimmy bronx , or matter , jimmy uptown , .",['jimmy bronx']
1488,everyone bring always love it .,[]
1489,"my co worker to wait almost an hour delivery , to discover got not ordered .","['co worker', 'my co worker', 'almost an hour delivery', 'hour delivery']"
1490,worth visit .,['worth visit']
1491,real dissapointment .,['real dissapointment']
1492,go to date a well a entertaining of town guest .,"['town guest', 'a entertaining']"
1493,do people rave ambience .,[]
1494,meeting up friend drink at lafayette happened to walk by thai angel famished .,"['thai angel', 'friend drink']"
1495,"fluke sashimi drizzled jalapeno lime olive oil , the fruit of the oil nicely highlighting the fish sweetness .","['lime oil', 'fluke sashimi', 'the fruit', 'jalapeno oil', 'the oil', 'the fish sweetness', 'olive oil', 'fish sweetness', 'jalapeno lime olive oil']"
1496,great sushi experience .,"['great sushi experience', 'great experience', 'sushi experience']"
1497,"if re looking great meal at decent price , go to del frisco !","['del frisco', 'great meal', 'decent price']"
1498,charge . rice .,[]
1499,my steak au poivre one of worst ve .,['my steak']
1500,"on recent sunday afternoon , friend accidently found great on way to see pulitzer prize winning play doubt .","['recent sunday afternoon', 'play doubt', 'pulitzer prize', 'recent afternoon', 'sunday afternoon']"
1501,owner staff japanese a well add to entire ambiance .,"['entire ambiance', 'owner staff japanese']"
1502,"try congee donut like deep fried dough they call ow ley soh , delicious sweet tasting bread .","['ley soh', 'sweet bread', 'delicious bread', 'deep fried dough', 'fried dough', 'deep dough', 'tasting bread', 'delicious sweet tasting bread']"
1503,"although table may be closely situated , candle light , food quality service overcompensate .","['service overcompensate', 'food quality service overcompensate', 'candle light', 'quality service', 'food quality']"
1504,food delicious waiter incredibly helpful attentive considering we one first hour .,"['first hour', 'helpful attentive', 'food delicious waiter', 'delicious waiter']"
1505,"spectacular caviar to hospitable waitstaff , felt like royalty enjoyed every second of it .","['every second', 'spectacular caviar']"
1506,be going back heartily recommend it !,[]
1507,would definitely visit .,[]
1508,definitely worth trip to battery park city !,"['battery park', 'battery park city', 'park city']"
1509,"perhaps food is considered extreme to an upper east side resident , but rest of u ve actually eaten ethnic food , is simply dull .","['side resident', 'east side', 'ethnic food', 'upper resident']"
1510,place real empty but first sunday ever opened .,['first sunday']
1511,little place definitely exceeded my expectation sure get lot of food money .,"['food money', 'my expectation', 'little place']"
1512,"ambience is delightful , service impeccable .",[]
1513,"service excellent , ac worked well thank god , it hot ! .",[]
1514,tasty but expensive .,[]
1515,get sense people care experience is nice .,['care experience']
1516,"delicious , cook friendly willing to take moment speak to shake hand .",[]
1517,so thought not change it up bit .,[]
1518,my friend ordered of special sushi roll excellent presentation tasted great !,"['excellent presentation', 'my friend', 'special presentation']"
1519,although be warned dinner menu to sit take out price different .,['dinner menu']
1520,"staff accomodating , food absolutely delicious place is lovely .","['food absolutely delicious place', 'delicious place']"
1521,p.s . please tell anyone in my family eat .,['my family']
1522,"my pick scallion pancake fried vegetable juice , special tasty guizhou chicken shredded squid family style one of my personal favorite sichuan spicy soft shell crab shuizhu fish one is hardcore sichuan food fan , recommend to my american friend a it spicy .","['fried juice', 'soft shell', 'shuizhu fish', 'squid family', 'squid family style', 'special tasty guizhou chicken', 'vegetable juice', 'fried vegetable juice', 'family style', 'my american friend', 'sichuan food fan', 'hardcore sichuan food fan', 'american friend', 'crab shuizhu', 'shell crab', 'favorite shuizhu', 'my pick scallion', 'pick scallion']"
1523,smell like stuff old canned vegetable like spinach mushroom calzone .,"['stuff old canned vegetable', 'old vegetable', 'spinach calzone', 'spinach mushroom calzone', 'canned vegetable', 'mushroom calzone']"
1524,"to celebrate birthday , three of u went to mare anticipating great food .",['great food']
1525,great deal blue point oyster beer or glass of wine !,"['oyster beer', 'point oyster', 'blue point', 'great beer']"
1526,really liked noodle dish at rice avenue compared to green curry dish .,"['rice avenue', 'curry dish', 'green curry dish', 'noodle dish']"
1527,"went to pams my girlfriend , love it .",['my girlfriend']
1528,"but whatever reason , price twice a high .",[]
1529,am relatively new to area tried pick bgel on nd disappointed service thought food overated on pricey side .,"['nd disappointed service', 'pricey side', 'disappointed service']"
1530,great atmoshere worth every bit .,[]
1531,we unpleasant experience at .,[]
1532,"spicy tuna roll unusually good rock shrimp tempura awesome , great appetizer to share !","['unusually good rock shrimp', 'rock shrimp', 'good shrimp', 'awesome appetizer', 'great appetizer', 'awesome , great appetizer', 'spicy tuna']"
1533,staff knowledgeable full of personality .,['knowledgeable staff']
1534,great staff .,['great staff']
1535,"complaint would be at an average cost of per meal , like not to to worry finding seat !","['an average cost', 'average cost']"
1536,"to finish delightful dinner experience must dessert , especially white chocolate bread pudding with gelato and hot chocolate .","['dinner experience', 'delightful experience', 'white bread', 'chocolate bread', 'hot chocolate', 'delightful dinner experience']"
1537,banana tower is an amazing dessert a well .,"['an amazing dessert', 'banana tower', 'amazing dessert']"
1538,went my friend last saturday .,['my friend']
1539,"excellent atmosphere , delicious dish good friendly service .","['friendly service', 'excellent atmosphere', 'good service', 'delicious dish']"
1540,cool place to hang friend couple of healthy drink dessert .,"['drink dessert', 'healthy dessert', 'healthy drink dessert', 'cool place']"
1541,"great vibe , lot of people .",['great vibe']
1542,"like mamoun food a well , but side by side , kati roll produce tastier food hand .","['tastier hand', 'mamoun food', 'like mamoun food', 'food hand', 'tastier food hand']"
1543,an odd group .,"['odd group', 'an odd group']"
1544,"service is bit slow , but harkens back to my year growing up in napoli , italy thing not rushed sit dinner table is night .","['my year', 'dinner table', 'sit dinner table', 'italy thing', 'sit table']"
1545,"either , or editor idea of romance must be sharing conversation next table , trying to speak louder traffic on th .","['louder traffic', 'editor idea']"
1546,love !,[]
1547,it is not consistent .,[]
1548,but the icing on the cake tiramisu resembled nothing ever .,"['the icing', 'the cake tiramisu', 'cake tiramisu']"
1549,great food price reasonable .,"['great price', 'food price', 'great food price']"
1550,wine list is not huge but def well selected .,['wine list']
1551,"cool bar great food , ton of excellent beer .","['cool food', 'cool bar great food', 'great food', 'excellent beer']"
1552,"be sure to try seasonal , always delicious , special .",[]
1553,ambience is authentic relaxing we always received attentive prompt service .,"['attentive prompt service', 'authentic relaxing', 'prompt service', 'attentive service']"
1554,"fresh , authentic , french cuisine in substantial portion .","['substantial portion', 'authentic cuisine', 'fresh cuisine', 'french cuisine']"
1555,"drink got screwed up , acted put upon .",[]
1556,one vegetarian entree abby treasure actually quite surprise it delicious and wintermelon covering an assortment of fresh mushroom and vegetable .,"['entree treasure', 'abby treasure', 'an assortment', 'fresh mushroom']"
1557,"at dumpling , not go wrong .",[]
1558,but pizza is way to expensive .,[]
1559,"staff is also young , energeic hot ! !",[]
1560,"even better , know to cook french classic like steak au poivre onglet without burning it to death or overcooking it .","['steak au poivre onglet', 'french classic']"
1561,"service decent , but not a smooth a would expect price reputation .","['price reputation', 'not a smooth a']"
1562,we wonderful meal at naples month ago on visit to nyc .,"['wonderful meal', 'we wonderful meal']"
1563,good drink .,['good drink']
1564,"great food spinach and corn dumpling and massamman curry , friendly and no nonsense service and clean and funky bathroom .","['massamman curry', 'food spinach', 'great spinach', 'friendly spinach', 'great food spinach', 'clean bathroom', 'nonsense service']"
1565,friday night .,['friday night']
1566,we girl night dinner week .,"['dinner week', 'night week']"
1567,romantic if want it to be brightly lit .,[]
1568,"however , work dinner not long ago my colleague london noticed large waterbug on ceiling .","['large waterbug', 'work dinner', 'my colleague']"
1569,recommend it !,[]
1570,taken practically every guest come to visit me in ny hooked new yorkers onto peep a well .,"['new yorkers', 'a well', 'practically every guest']"
1571,enough said !,[]
1572,live in ny but my best friend .,"['my best friend', 'best friend']"
1573,my chow fun and chow see really bland and oily .,"['my chow fun', 'chow fun']"
1574,"even though made reservation at pm night dinnerbroker , we seated at table one of best view !","['night dinnerbroker', 'pm night dinnerbroker', 'best view']"
1575,"we notice however , table looked like pita instead of naan .",[]
1576,"take look at rest menu , but oyster fantastic .","['oyster fantastic', 'rest menu']"
1577,review treked brooklyn .,['treked brooklyn']
1578,grilled cheese at home afterwards better. ! !,['grilled cheese']
1579,we pleasantly greeted .,[]
1580,red sliding door may be unique but do not block cold air outside .,"['red door', 'red sliding door', 'sliding door', 'cold air']"
1581,"great service , great food .","['great service', 'great food']"
1582,"food is expensive , but worth every bite .",[]
1583,"sometimes get bad food bad service , sometimes get good good bad service .","['good good bad service', 'bad service', 'bad food bad service', 'good service']"
1584,we finally seated waitress came by twice order check .,"['twice order check', 'order check', 'twice check']"
1585,in summer eat outside on terrace another great feature of suan ! !,"['another great feature', 'great feature']"
1586,"it perfect ny life style , it got cool design , awsome drink food lot of good looking people eating hanging at pink bar ...","['cool design', 'looking people', 'awsome drink', 'food lot', 'good people', 'good looking people', 'ny style', 'pink bar', 'ny life style', 'life style', 'drink lot']"
1587,"recommendation , of course , required !",[]
1588,we to wait at bar approx .,['bar approx']
1589,fella say best taiwanese in town .,['best taiwanese']
1590,"yeah , it good .",[]
1591,"if love seafood , would love place !",['love seafood']
1592,"good , fast service .","['fast service', 'good , fast service', 'good service']"
1593,dakshin is one of affordable tasty indian in upper east side .,"['affordable indian', 'affordable tasty indian', 'tasty indian', 'east side', 'upper east side', 'upper side']"
1594,charge different price time .,"['price time', 'different price time', 'different time']"
1595,"to at thalia be slightly deceiving beautiful on outside , so bland on inside .",[]
1596,"in love pongsri on th , but compared to suan it is slow in service overpriced .",[]
1597,"my friend experienced amazing cheese delicious , new summer menu at artisanal last night .","['summer menu', 'last night', 'amazing cheese delicious', 'new menu', 'my friend', 'new summer menu']"
1598,"am so coming back , a much a .",[]
1599,going back .,[]
1600,"it charmingly small lead to an atmoshere is extremely cozy romantic , even .","['small lead', 'an atmoshere']"
1601,it is obvious no one in idea or experience japanese cuisine .,"['no one', 'japanese cuisine']"
1602,"in term of food nothing special , we limited to several appetizer .",['several appetizer']
1603,love jazz band on fri sat .,"['jazz band', 'love band', 'fri sat', 'love jazz band']"
1604,"overall , excellent !",[]
1605,"to begin , we told minute wait started to leave , hostess offered to call u on cell phone table ready .","['cell phone table', 'minute wait', 'phone table', 'cell phone']"
1606,server give sample slice of order wait shortly might add .,['sample slice']
1607,service ok .,[]
1608,"asked certain dish prepared in comparison to similar at thai restaurant , he replied is not mcdonald , every make thing differently it is understandable every is indeed different , not need to be uncourteous to customer downright rude .","['thai restaurant', 'customer downright rude', 'customer rude', 'certain dish']"
1609,ate first time absolutely loved it !,['first time']
1610,"expect to sit inside though , table always full .",['full table']
1611,"staff is accomodating , ambiance is exciting yet relaxed , food is of world !",[]
1612,"food delicious halibut special , my husband steak , service top notch .","['halibut special', 'service top notch', 'service notch', 'delicious special', 'husband steak', 'food delicious halibut special', 'top notch', 'my husband steak']"
1613,manager claimed he could not compensate u anything on bill show lack of sophistication entire group .,"['bill show', 'sophistication entire group', 'show lack', 'entire group', 'bill show lack']"
1614,is by far my favorite in neighborhood .,['my favorite']
1615,but far east !,[]
1616,satisfying .,[]
1617,highly highly highly recommended !,[]
1618,it get yummy authentic japanese comfort food .,"['authentic food', 'yummy food', 'comfort food', 'japanese food']"
1619,we took advanatage of half price sushi deal on saturday so it well worth it .,"['half deal', 'so it', 'half price sushi deal', 'price sushi', 'sushi deal']"
1620,we came on crowded saturday night seated right away despite minute late reservation .,"['crowded night', 'minute late reservation', 'late reservation', 'saturday night']"
1621,"is cool enough to be in east village , but french enough to make feel like could be in bistro in back alley in paris .","['east village', 'back alley']"
1622,we fast to order appetizer platter since we hungry .,['appetizer platter']
1623,"staff attentive , smile on face .",[]
1624,is best shabu shabu in try state area .,"['best shabu', 'shabu shabu', 'best shabu shabu', 'state area']"
1625,"no dress code , no attitude , plenty of comfort companionship , great place to relax in an always busy midtown .","['comfort companionship', 'no dress code', 'great place', 'dress code', 'no attitude', 'an always busy midtown', 'busy midtown']"
1626,"largest freshest piece of sushi , delicious !","['delicious piece', 'largest piece', 'largest freshest piece', 'freshest piece']"
1627,even pasta is delicious rarity in new york pizza restaurant .,"['york restaurant', 'delicious rarity', 'new york pizza restaurant', 'pizza restaurant', 'even pasta']"
1628,"but we looked at menu , lot of choice , of dumpling in appetizer section .",['appetizer section']
1629,"maybe say so it looked promising people like artery clogging jewish deli food , but turn to be poorly run awful .","['jewish deli food', 'promising people', 'jewish deli', 'deli food']"
1630,my rd time manager remembered me treated me like an usual customer .,"['my rd time manager', 'usual customer', 'rd time', 'an usual customer', 'time manager']"
1631,is greatly welcome in desolate little strip prospect expressway greenwood cemetery wasteland we like to call sliv .,"['strip expressway', 'desolate expressway', 'cemetery wasteland', 'prospect expressway', 'expressway wasteland', 'greenwood wasteland', 'little expressway']"
1632,if could get toaster .,[]
1633,find returning quite often .,[]
1634,"he not making authentic neapolitan pizza in open brick oven or lightly frying zucchini blossom , he visiting regular growing legion checking on newcomer .","['neapolitan pizza', 'regular legion', 'growing legion', 'open brick', 'authentic neapolitan pizza', 'regular growing legion', 'authentic pizza']"
1635,wait staff is blantently unappreciative of business but best pie on uws !,['best pie']
1636,"ingredient taste fresher , crust is thinner crispier , slice is less oily , it never burnt like it occasionally is at joe .","['thinner crispier', 'ingredient fresher', 'taste fresher']"
1637,fish is so fresh .,[]
1638,price cheap compared to quality of service food .,"['cheap price', 'service food']"
1639,go if already in neighborhood want to bother going farther better .,[]
1640,"top in town vietnamese classic , better place cost lot .","['place lot', 'town vietnamese classic', 'better place', 'vietnamese classic', 'cost lot']"
1641,less wait time me !,[]
1642,"perfect quiet , relaxing , delicious accompaniment to afternoon of theater .","['relaxing accompaniment', 'delicious accompaniment', 'quiet accompaniment', 'perfect accompaniment']"
1643,"decor is really blah , not at hip or happening .",[]
1644,"discovered ping on internet , we entered qualm but instantly put to ease by fish tank greet a walk in .","['fish tank', 'a walk']"
1645,not go wrong at red eye grill .,"['red eye grill', 'red eye', 'eye grill']"
1646,it appears to be owner first venture it show .,"['owner venture', 'owner first venture', 'first venture']"
1647,"come family of pizzeria owner , almost ashamed to say pizza in fornino blow my family receipies away .","['pizzeria owner', 'my family receipies', 'family receipies']"
1648,go twice month !,['twice month']
1649,we ordered beef noodle soup dish thai section of menu but nothing we got thai .,['thai section']
1650,huge selection of different cream cheese of salad great .,"['different cream cheese', 'cream cheese', 'huge selection', 'different cheese', 'great cheese']"
1651,lobster sandwich is good and spaghetti with scallop and shrimp is great .,['lobster sandwich']
1652,food authentic .,[]
1653,dim sum is delectable price quite easy on wallet .,"['dim sum', 'delectable price']"
1654,"tried simple dish of spinach ravioli in light oil and garlic sauce , but it actually faired better nyc italian joint ve tried similar dish at .","['light sauce', 'italian joint', 'simple dish', 'better nyc italian joint', 'better joint', 'similar dish', 'spinach ravioli']"
1655,worst excuse japanese food ve ever encountered .,['japanese food']
1656,million better place to go in city .,"['better place', 'million better place']"
1657,"if celebrity make sweat , in ride , but if like around part ll yawn wonder whats hype .",[]
1658,okay mind oily part cause cooked way but it way bland .,"['cooked way', 'okay mind', 'oily part']"
1659,ordered chicken teriyaki dish found chicken extremely dry .,['chicken teriyaki dish']
1660,love it .,[]
1661,if want something really different try jekyll hyde .,['jekyll hyde']
1662,"we reservation at pm , but not seated pm .",[]
1663,we pam special fried fish it amazing .,"['fried fish', 'special fried fish', 'special fish']"
1664,located in greenewich village .,['greenewich village']
1665,is no excuse lousy service !,"['no excuse lousy service', 'lousy service']"
1666,three strike is .,['three strike']
1667,we bring in party of ten or so every week .,[]
1668,my boyfriend new england chowder it good but think award go to lobster bisque .,"['new england chowder', 'lobster bisque']"
1669,"so , little inconsistency but either way , pizza really good .",['little inconsistency']
1670,"overall is expensive sushi favorite , but everything delicious .","['expensive favorite', 'sushi favorite', 'expensive sushi favorite']"
1671,we would return to !,[]
1672,not enough wine by the glass either .,"['enough wine', 'the glass', 'not enough wine']"
1673,duck breast special on my last visit it incredible .,"['duck breast', 'last visit', 'my last visit']"
1674,must say it little pricey food it not a spectacular a view .,"['little food', 'pricey food', 'little pricey food', 'spectacular view']"
1675,innovator of french indian fusion do great job of making dish a interesting a possible still accessible .,"['french indian fusion', 'indian fusion', 'french fusion', 'great job']"
1676,"take seat bar back half of , saw woman get nudged time sitting .","['seat bar', 'nudged time']"
1677,no gimmick food speaks in freshness preparation .,"['no gimmick food', 'gimmick food', 'freshness preparation']"
1678,"we worried we would trouble getting in , but somehow managed to short wait .",[]
1679,my wife fried shrimp huge loved it .,['my wife']
1680,"everything good , eater .","['good eater', 'good , eater']"
1681,one not go to lucky strike food .,"['lucky strike food', 'lucky food', 'strike food']"
1682,service is awful last time do mean last time we told needed table so we would to leave .,"['needed table', 'last time']"
1683,we could get an appetizer cheese fondue .,"['an appetizer cheese fondue', 'appetizer cheese', 'cheese fondue']"
1684,"to me it exemplifies soho , cute , artsy , interesting .",[]
1685,"try everything matter , it is good .",[]
1686,time we waited well half hour table even though we reservation .,['well half hour table']
1687,happy to be regular at would warmly recommend it to anyone .,[]
1688,ve eating at taj mahal twenty year found to be excellent of indian eatery on block of indian restaurant .,"['indian restaurant', 'taj mahal']"
1689,"night without reservation , we to wait at bar little , but manager so nice made wait great experience .",['great experience']
1690,try green curry ! !,['green curry']
1691,we scallop a an appetizer delicious sauce wonderful .,"['wonderful sauce', 'delicious sauce']"
1692,we also seated promptly at time of reservation service quick professional .,"['professional service', 'reservation service']"
1693,"rarely to wait seat curry masaman , green , red full of flavor come super spicy if ask it .","['curry masaman', 'seat masaman', 'green masaman', 'seat curry masaman', 'full masaman']"
1694,food sastifying .,['food sastifying']
1695,highly recommend to anyone to give try .,[]
1696,highly recommend visiting dinner drink !,"['visiting dinner drink', 'visiting drink', 'dinner drink']"
1697,bar is well stocked interesting beer well priced wine .,"['stocked beer', 'interesting beer', 'well stocked interesting beer']"
1698,agree .,[]
1699,"last memorial day , tried to make reservation but told closed weekend interesting , but ... .","['memorial day', 'closed weekend', 'last day']"
1700,food good .,[]
1701,"great wine selection , gigondas is worth price , house champagne is great value .","['wine selection', 'great value', 'great selection', 'worth price', 'house champagne']"
1702,"at night , but it hard to hear conversation everyone else competing luxury music playing in background is also voluminous .","['competing luxury music', 'competing music', 'luxury music']"
1703,it thai .,[]
1704,enjoyed everything ever gotten fish is so fresh always prepared in great way .,['great way']
1705,particularly love yellowfun tuna mussel selection .,"['yellowfun selection', 'tuna selection', 'mussel selection', 'yellowfun tuna mussel selection']"
1706,love to visit murray my bagel fix .,"['bagel fix', 'my bagel fix']"
1707,"we made early dinner reservation thoroughly impressed , reminds me of my grandfather , old school italian scenery lot of fun stuff to admire .","['early dinner reservation', 'italian lot', 'old school', 'fun stuff', 'early reservation', 'scenery lot', 'my grandfather', 'dinner reservation']"
1708,recommended .,[]
1709,place nice calm .,['nice calm']
1710,cheese plate is varied delight great bargain at .,"['varied delight great bargain', 'delight bargain', 'great bargain', 'cheese plate', 'varied bargain']"
1711,could drank glass of water still parched so watch .,[]
1712,"we sat , we got great fast service .","['great service', 'great fast service', 'fast service']"
1713,"of server attentive , friendly quite attractive .",[]
1714,think local rate so high .,['local rate']
1715,service is average .,[]
1716,but ve done really nice job of offering typical pizzeria faves plus terrific special like godmother pizza sort of traditional flat pizza with an olive oil brushed crust and less tomato sauce than usual .,"['typical pizzeria faves', 'tomato sauce', 'flat pizza', 'godmother pizza', 'nice job', 'less sauce', 'typical pizzeria', 'really nice job', 'traditional pizza', 'traditional flat pizza', 'olive oil', 'less tomato sauce', 'pizzeria faves', 'brushed crust']"
1717,go girl ! !,[]
1718,"forgot sandwich , include plastic fork , include pita hummus platter .","['pita platter', 'pita hummus platter', 'plastic fork', 'hummus platter', 'forgot sandwich']"
1719,"steak is good , fish is good sushi surprisingly great .",['good sushi']
1720,"asian fusion , many place downtown .","['asian fusion', 'place downtown']"
1721,old school meet new world .,"['new world', 'old school']"
1722,am reluctant to write would not want my jem of pizza to become overcrowded .,['my jem']
1723,"service poor , poorly lit , staff not attentive would rather eaten at mcdonald .","['attentive staff', 'lit service']"
1724,is probably one of my new favorite place .,"['favorite place', 'my new favorite place', 'new place']"
1725,"number , alot of work to do in order to truly earn so called reputation .","['called reputation', 'so called reputation']"
1726,"family we would go to celebrate an occassion , do prefer smaller , quiter restaurant .","['smaller , quiter restaurant', 'an occassion', 'quiter restaurant', 'smaller restaurant']"
1727,one on east side is much better one on west side .,"['east side', 'west side']"
1728,know .,[]
1729,"my gf still choose to eat lot of diverse cocktail , chill decor , decent sushi .","['decent sushi', 'chill decor', 'diverse cocktail', 'my gf']"
1730,we ended dinner surprisingly light flaky apple tarte tatin .,"['flaky apple tarte tatin', 'flaky apple', 'apple tarte']"
1731,buffet nice selection .,['nice selection']
1732,waitstaff friendly .,[]
1733,is great .,[]
1734,"step cosette , re miraculously in small , beaten path parisian bistro .","['step cosette', 'small bistro', 'parisian bistro', 'beaten path']"
1735,ve several time am totally smitten .,['several time']
1736,terrible experience .,['terrible experience']
1737,love .,[]
1738,service slow to wait to order get food although not crowded .,[]
1739,to return to try chocolate !,[]
1740,"it . regular slice . slice mushroom , not mushroom .","['regular slice', 'slice mushroom']"
1741,is real gallery of star visited .,['real gallery']
1742,"food average , service pathetic , no ambience at .","['no ambience', 'food average']"
1743,really enjoyed show put on by actor .,[]
1744,first time in new york we to try new york bagel .,"['first time', 'new york', 'new york bagel']"
1745,service efficient courteous .,"['efficient service', 'courteous service']"
1746,one is definintely my least favorite .,[]
1747,urged by friend month to check mermaid inn .,"['friend month', 'mermaid inn']"
1748,miso soup lacked flavor fish unfortunately not a well prepared a in past .,"['flavor fish', 'a in past', 'miso soup', 'in past']"
1749,"everytime my husband go , we never disappointed .",['my husband']
1750,best bagel ve .,['best bagel']
1751,we not disappointed .,[]
