id,sentence,aspects,aspectCategories,text
3689,We could only get through an appetizer and cheese fondue.,"[{""term"": ""appetizer"", ""polarity"": ""neutral"", ""start"": ""29"", ""end"": ""38""}, {""term"": ""cheese fondue"", ""polarity"": ""neutral"", ""start"": ""43"", ""end"": ""56""}]","[{""category"": ""food"", ""polarity"": ""neutral""}, {""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",We could only get through an appetizer and cheese fondue.
1379,"To me it exemplifies Soho, cute, artsy, interesting.",[],"[{""category"": ""ambience"", ""polarity"": ""positive""}]","To me it exemplifies Soho, cute, artsy, interesting."
2142,"Try everything for that matter, it is all good.",[],"[{""category"": ""food"", ""polarity"": ""positive""}]","Try everything for that matter, it is all good."
3472,Both times we waited well over a half hour for a table (even though we had reservations).,"[{""term"": ""table"", ""polarity"": ""negative"", ""start"": ""49"", ""end"": ""54""}, {""term"": ""reservations"", ""polarity"": ""negative"", ""start"": ""75"", ""end"": ""87""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",Both times we waited well over a half hour for a table (even though we had reservations).
2372,happy to be a regular at this place and would warmly recommend it to anyone.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",happy to be a regular at this place and would warmly recommend it to anyone.
3561,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.","[{""term"": ""manager"", ""polarity"": ""positive"", ""start"": ""83"", ""end"": ""90""}, {""term"": ""reservation"", ""polarity"": ""neutral"", ""start"": ""16"", ""end"": ""27""}, {""term"": ""bar"", ""polarity"": ""neutral"", ""start"": ""51"", ""end"": ""54""}, {""term"": ""wait"", ""polarity"": ""positive"", ""start"": ""116"", ""end"": ""120""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
2253,Try the green curry!!!,"[{""term"": ""green curry"", ""polarity"": ""positive"", ""start"": ""8"", ""end"": ""19""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Try the green curry!!!
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"[{""term"": ""scallops"", ""polarity"": ""positive"", ""start"": ""11"", ""end"": ""19""}, {""term"": ""appetizer"", ""polarity"": ""positive"", ""start"": ""26"", ""end"": ""35""}, {""term"": ""sauce"", ""polarity"": ""positive"", ""start"": ""68"", ""end"": ""73""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""68"", ""end"": ""75""}, {""term"": ""reservation"", ""polarity"": ""positive"", ""start"": ""48"", ""end"": ""59""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",We were also seated promptly at the time of our reservation and the service was very quick and professional.
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","[{""term"": ""seat"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""34""}, {""term"": ""currys (masaman, green, red)"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""71""}, {""term"": ""flavor"", ""polarity"": ""positive"", ""start"": ""84"", ""end"": ""90""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]","You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
124,The food there are sastifying.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The food there are sastifying.
2600,I highly recommend to anyone to give this place a try.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I highly recommend to anyone to give this place a try.
630,I highly recommend visiting this restaurant and having dinner and drinks!,"[{""term"": ""dinner"", ""polarity"": ""positive"", ""start"": ""55"", ""end"": ""61""}, {""term"": ""drinks"", ""polarity"": ""positive"", ""start"": ""66"", ""end"": ""72""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]",I highly recommend visiting this restaurant and having dinner and drinks!
267,The bar is very well stocked with interesting beers and well priced wines.,"[{""term"": ""bar"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""7""}, {""term"": ""beers"", ""polarity"": ""positive"", ""start"": ""46"", ""end"": ""51""}, {""term"": ""wines"", ""polarity"": ""positive"", ""start"": ""68"", ""end"": ""73""}, {""term"": ""priced"", ""polarity"": ""positive"", ""start"": ""61"", ""end"": ""67""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The bar is very well stocked with interesting beers and well priced wines.
1804,I agree.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",I agree.
2657,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).","[{""term"": ""reservations"", ""polarity"": ""negative"", ""start"": ""35"", ""end"": ""47""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}]","Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
920,The food was good.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The food was good.
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.","[{""term"": ""wine selection"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""20""}, {""term"": ""Gigondas"", ""polarity"": ""positive"", ""start"": ""22"", ""end"": ""30""}, {""term"": ""house champagne"", ""polarity"": ""positive"", ""start"": ""59"", ""end"": ""74""}, {""term"": ""price"", ""polarity"": ""neutral"", ""start"": ""44"", ""end"": ""49""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
2408,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.","[{""term"": ""music"", ""polarity"": ""negative"", ""start"": ""110"", ""end"": ""115""}]","[{""category"": ""ambience"", ""polarity"": ""negative""}]","at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
2237,It just wasn't Thai.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",It just wasn't Thai.
304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,"[{""term"": ""fish"", ""polarity"": ""positive"", ""start"": ""53"", ""end"": ""57""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
3225,I particularly love their yellowfun tuna and their mussel selection.,"[{""term"": ""yellowfun tuna"", ""polarity"": ""positive"", ""start"": ""26"", ""end"": ""40""}, {""term"": ""mussel selection"", ""polarity"": ""positive"", ""start"": ""51"", ""end"": ""67""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",I particularly love their yellowfun tuna and their mussel selection.
3154,I love to visit Murrays for my bagel fix.,"[{""term"": ""bagel"", ""polarity"": ""positive"", ""start"": ""31"", ""end"": ""36""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I love to visit Murrays for my bagel fix.
2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.","[{""term"": ""scenery"", ""polarity"": ""positive"", ""start"": ""118"", ""end"": ""125""}, {""term"": ""dinner reservations"", ""polarity"": ""positive"", ""start"": ""14"", ""end"": ""33""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
2971,Recommended.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Recommended.
921,The place was nice and calm.,"[{""term"": ""place"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",The place was nice and calm.
532,Cheese plate is a varied delight and great bargain at $10.,"[{""term"": ""Cheese plate"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""12""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",Cheese plate is a varied delight and great bargain at $10.
1972,I could have drank 4 glasses of water and still been parched - so watch out.,"[{""term"": ""glasses of water"", ""polarity"": ""neutral"", ""start"": ""21"", ""end"": ""37""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",I could have drank 4 glasses of water and still been parched - so watch out.
553,"When we sat, we got great and fast service.","[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""35"", ""end"": ""42""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","When we sat, we got great and fast service."
1681,"Most of the servers are very attentive, friendly and quite attractive.","[{""term"": ""servers"", ""polarity"": ""positive"", ""start"": ""12"", ""end"": ""19""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","Most of the servers are very attentive, friendly and quite attractive."
2586,I think locals rate this place so high.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",I think locals rate this place so high.
1734,Service is average.,"[{""term"": ""Service"", ""polarity"": ""neutral"", ""start"": ""0"", ""end"": ""7""}]","[{""category"": ""service"", ""polarity"": ""neutral""}]",Service is average.
2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,"[{""term"": ""Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)"", ""polarity"": ""positive"", ""start"": ""115"", ""end"": ""230""}, {""term"": ""specials"", ""polarity"": ""positive"", ""start"": ""97"", ""end"": ""105""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).
1522,Go girls!!!,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Go girls!!!
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.","[{""term"": ""sandwich"", ""polarity"": ""neutral"", ""start"": ""14"", ""end"": ""22""}, {""term"": ""plastic forks"", ""polarity"": ""neutral"", ""start"": ""39"", ""end"": ""52""}, {""term"": ""pita"", ""polarity"": ""neutral"", ""start"": ""73"", ""end"": ""77""}, {""term"": ""hummus platter"", ""polarity"": ""neutral"", ""start"": ""87"", ""end"": ""101""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
2715,"The steak is good, the fish is good and the sushi was surprisingly great.","[{""term"": ""steak"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}, {""term"": ""fish"", ""polarity"": ""positive"", ""start"": ""23"", ""end"": ""27""}, {""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""44"", ""end"": ""49""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","The steak is good, the fish is good and the sushi was surprisingly great."
760,"For asian fusion, there are many places further downtown.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","For asian fusion, there are many places further downtown."
120,Old school meets New world.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",Old school meets New world.
2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,"[{""term"": ""pizza"", ""polarity"": ""positive"", ""start"": ""61"", ""end"": ""66""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.","[{""term"": ""service"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""11""}, {""term"": ""staff"", ""polarity"": ""negative"", ""start"": ""45"", ""end"": ""50""}]","[{""category"": ""service"", ""polarity"": ""negative""}, {""category"": ""ambience"", ""polarity"": ""negative""}]","The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
2880,This is probably one of my new favorite places.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",This is probably one of my new favorite places.
2034,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","For being number 1, this place has alot of work to do in order to truly earn its so called reputation."
3299,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}, {""category"": ""ambience"", ""polarity"": ""neutral""}]","For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
1208,The one on the east side is much better than the one on the west side.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",The one on the east side is much better than the one on the west side.
2148,They all know you.,[],"[{""category"": ""service"", ""polarity"": ""positive""}]",They all know you.
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.","[{""term"": ""cocktails"", ""polarity"": ""positive"", ""start"": ""63"", ""end"": ""72""}, {""term"": ""decor"", ""polarity"": ""positive"", ""start"": ""84"", ""end"": ""89""}, {""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""106"", ""end"": ""111""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,"[{""term"": ""apple tarte tatin"", ""polarity"": ""positive"", ""start"": ""56"", ""end"": ""73""}, {""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""13"", ""end"": ""19""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",We ended the dinner with a surprisingly light and flaky apple tarte tatin.
915,The buffet had a nice selection.,"[{""term"": ""buffet"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""10""}, {""term"": ""selection"", ""polarity"": ""positive"", ""start"": ""22"", ""end"": ""31""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The buffet had a nice selection.
1768,Waitstaff are very friendly.,"[{""term"": ""Waitstaff"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""9""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",Waitstaff are very friendly.
302,This restaurant is such a great place.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",This restaurant is such a great place.
3052,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",[],"[{""category"": ""ambience"", ""polarity"": ""neutral""}]","Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro."
2956,I've been several times and am totally smitten.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I've been several times and am totally smitten.
569,Terrible experience.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",Terrible experience.
658,I love the place.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I love the place.
1664,Service was slow had to wait to order and get food although not crowded.,"[{""term"": ""Service"", ""polarity"": ""negative"", ""start"": ""0"", ""end"": ""7""}, {""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""46"", ""end"": ""50""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",Service was slow had to wait to order and get food although not crowded.
3690,Will have to return to try the chocolate!,"[{""term"": ""chocolate"", ""polarity"": ""positive"", ""start"": ""31"", ""end"": ""40""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",Will have to return to try the chocolate!
1274,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",[],"[{""category"": ""price"", ""polarity"": ""positive""}]","It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms."
481,There is a real gallery of stars that have visited.,[],"[{""category"": ""ambience"", ""polarity"": ""neutral""}]",There is a real gallery of stars that have visited.
2827,"The food was below average, the service was pathetic, there was no ambience at all.","[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""service"", ""polarity"": ""negative"", ""start"": ""32"", ""end"": ""39""}, {""term"": ""ambience"", ""polarity"": ""negative"", ""start"": ""67"", ""end"": ""75""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}, {""category"": ""ambience"", ""polarity"": ""negative""}]","The food was below average, the service was pathetic, there was no ambience at all."
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,"[{""term"": ""SHOWS"", ""polarity"": ""positive"", ""start"": ""21"", ""end"": ""26""}, {""term"": ""ACTORS"", ""polarity"": ""positive"", ""start"": ""41"", ""end"": ""47""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
2163,Our first time in New York and we had to try a New York Bagel.,"[{""term"": ""New York Bagel"", ""polarity"": ""neutral"", ""start"": ""47"", ""end"": ""61""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",Our first time in New York and we had to try a New York Bagel.
3443,service was efficient courteous.,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""7""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",service was efficient courteous.
2108,this one is definintely my least favorite.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",this one is definintely my least favorite.
3452,I have been urged by friends for months to check out the mermaid inn.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",I have been urged by friends for months to check out the mermaid inn.
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,"[{""term"": ""miso soup"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""13""}, {""term"": ""fish"", ""polarity"": ""negative"", ""start"": ""36"", ""end"": ""40""}, {""term"": ""flavor"", ""polarity"": ""negative"", ""start"": ""21"", ""end"": ""27""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
3675,"Everytime my husband and I go there, we are never disappointed.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","Everytime my husband and I go there, we are never disappointed."
2154,They are the best bagels I've had.,"[{""term"": ""bagels"", ""polarity"": ""positive"", ""start"": ""18"", ""end"": ""24""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",They are the best bagels I've had.
223,We were not disappointed.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",We were not disappointed.
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,"[{""term"": ""ambience"", ""polarity"": ""neutral"", ""start"": ""105"", ""end"": ""113""}, {""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""119"", ""end"": ""123""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
426,"Toons has recently been redone, so it's now a very attractive space.","[{""term"": ""space"", ""polarity"": ""positive"", ""start"": ""62"", ""end"": ""67""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","Toons has recently been redone, so it's now a very attractive space."
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.","[{""term"": ""filets"", ""polarity"": ""neutral"", ""start"": ""11"", ""end"": ""17""}, {""term"": ""sides"", ""polarity"": ""neutral"", ""start"": ""21"", ""end"": ""26""}, {""term"": ""appetizer"", ""polarity"": ""neutral"", ""start"": ""31"", ""end"": ""40""}, {""term"": ""drinks"", ""polarity"": ""neutral"", ""start"": ""45"", ""end"": ""51""}]","[{""category"": ""food"", ""polarity"": ""neutral""}, {""category"": ""price"", ""polarity"": ""neutral""}]","$160 for 2 filets, 2 sides, an appetizer and drinks."
3380,"While the prices are nothing special, the portions are huge.","[{""term"": ""prices"", ""polarity"": ""neutral"", ""start"": ""10"", ""end"": ""16""}, {""term"": ""portions"", ""polarity"": ""positive"", ""start"": ""42"", ""end"": ""50""}]","[{""category"": ""price"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]","While the prices are nothing special, the portions are huge."
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.","[{""term"": ""location"", ""polarity"": ""positive"", ""start"": ""17"", ""end"": ""25""}, {""term"": ""meal"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""47""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]","Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
2651,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!","[{""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""15"", ""end"": ""21""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
718,"However, I think this place is a good hang out spot.","[{""term"": ""spot"", ""polarity"": ""positive"", ""start"": ""47"", ""end"": ""51""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","However, I think this place is a good hang out spot."
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.","[{""term"": ""menu"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""102"", ""end"": ""106""}, {""term"": ""Prix Fixe"", ""polarity"": ""neutral"", ""start"": ""12"", ""end"": ""21""}]","[{""category"": ""price"", ""polarity"": ""negative""}, {""category"": ""food"", ""polarity"": ""positive""}]","The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
596,"Rao is a good restaurant, but it's nothing special.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","Rao is a good restaurant, but it's nothing special."
523,The wine list is extensive and impressive.,"[{""term"": ""wine list"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""13""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The wine list is extensive and impressive.
1497,We had the most wonderful waitress.,"[{""term"": ""waitress"", ""polarity"": ""positive"", ""start"": ""26"", ""end"": ""34""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",We had the most wonderful waitress.
2861,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.","[{""term"": ""staff"", ""polarity"": ""positive"", ""start"": ""10"", ""end"": ""15""}]","[{""category"": ""service"", ""polarity"": ""conflict""}]","While the staff at this little bistro is very friendly, I have never experienced more incompetency."
2697,The quail was fantastic and unique and the pastas were full of flavor.,"[{""term"": ""quail"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}, {""term"": ""pastas"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""49""}, {""term"": ""flavor"", ""polarity"": ""positive"", ""start"": ""63"", ""end"": ""69""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The quail was fantastic and unique and the pastas were full of flavor.
876,"When we left at 8:00 PM, it was packed and noisy.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}, {""category"": ""ambience"", ""polarity"": ""negative""}]","When we left at 8:00 PM, it was packed and noisy."
248,"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown."
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,"[{""term"": ""zucchini"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""12""}, {""term"": ""mashed potatoes"", ""polarity"": ""positive"", ""start"": ""17"", ""end"": ""32""}, {""term"": ""garlic"", ""polarity"": ""positive"", ""start"": ""48"", ""end"": ""54""}, {""term"": ""butter"", ""polarity"": ""positive"", ""start"": ""59"", ""end"": ""65""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
3001,The staff is courteous and friendly.,"[{""term"": ""staff"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",The staff is courteous and friendly.
1058,Never fails to please.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Never fails to please.
2067,Decor is nice though service can be spotty.,"[{""term"": ""Decor"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""5""}, {""term"": ""service"", ""polarity"": ""negative"", ""start"": ""21"", ""end"": ""28""}]","[{""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]",Decor is nice though service can be spotty.
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.","[{""term"": ""service"", ""polarity"": ""negative"", ""start"": ""22"", ""end"": ""29""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""63"", ""end"": ""67""}, {""term"": ""drinks"", ""polarity"": ""positive"", ""start"": ""76"", ""end"": ""82""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""negative""}]","Aside from the rushed service, we were very impressed with the food and the drinks."
2703,Will absolutely visit again.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Will absolutely visit again.
1045,Make sure you have the Spicy Scallop roll.. .,"[{""term"": ""Spicy Scallop roll"", ""polarity"": ""positive"", ""start"": ""23"", ""end"": ""41""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Make sure you have the Spicy Scallop roll.. .
2895,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,"[{""term"": ""Indian dining experience"", ""polarity"": ""positive"", ""start"": ""72"", ""end"": ""96""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]",I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
59,And even with it's Pub atmosphere they were great to my kids too!,"[{""term"": ""Pub atmosphere"", ""polarity"": ""conflict"", ""start"": ""19"", ""end"": ""33""}]","[{""category"": ""ambience"", ""polarity"": ""conflict""}]",And even with it's Pub atmosphere they were great to my kids too!
1650,This big draw is the all you can sushi here for $19.95!,"[{""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""33"", ""end"": ""38""}]","[{""category"": ""price"", ""polarity"": ""positive""}]",This big draw is the all you can sushi here for $19.95!
1432,I consider the best Grand Sichuan restaurant in NYC.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I consider the best Grand Sichuan restaurant in NYC.
1527,we spent 50 $$ definetly will come back with my friends!!!,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",we spent 50 $$ definetly will come back with my friends!!!
1926,Went to Village last night for my birthday.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",Went to Village last night for my birthday.
