id,sentence,aspects,aspectCategories,text,sentence_cleaned,sentence_tokens,sentence_no_stopwords,sentence_lemmatized,sentence_final
2267,"good , dark atmosphere music is nice touch .","[{""term"": ""atmosphere"", ""polarity"": ""positive"", ""start"": ""11"", ""end"": ""21""}, {""term"": ""music"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""35""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","good , dark atmosphere music is nice touch .","good, dark atmosphere and the music is a nice touch.","['good', ',', 'dark', 'atmosphere', 'and', 'the', 'music', 'is', 'nice', 'touch', '.']","['good', ',', 'dark', 'atmosphere', 'music', 'is', 'nice', 'touch', '.']","['good', ',', 'dark', 'atmosphere', 'music', 'is', 'nice', 'touch', '.']","good , dark atmosphere music is nice touch ."
2453,"my husband said portion small , but if my main course good to eat portion would ve fine me .","[{""term"": ""portions"", ""polarity"": ""negative"", ""start"": ""20"", ""end"": ""28""}, {""term"": ""portion"", ""polarity"": ""positive"", ""start"": ""88"", ""end"": ""95""}, {""term"": ""main course"", ""polarity"": ""negative"", ""start"": ""56"", ""end"": ""67""}]","[{""category"": ""food"", ""polarity"": ""negative""}]","my husband said portion small , but if my main course good to eat portion would ve fine me .","my husband said the portions were very small, but if my main course was good to eat the portion would ve been fine for me.","['my', 'husband', 'said', 'the', 'portions', 'were', 'very', 'small', ',', 'but', 'if', 'my', 'main', 'course', 'was', 'good', 'to', 'eat', 'the', 'portion', 'would', 've', 'been', 'fine', 'for', 'me', '.']","['my', 'husband', 'said', 'portions', 'small', ',', 'but', 'if', 'my', 'main', 'course', 'good', 'to', 'eat', 'portion', 'would', 've', 'fine', 'me', '.']","['my', 'husband', 'said', 'portion', 'small', ',', 'but', 'if', 'my', 'main', 'course', 'good', 'to', 'eat', 'portion', 'would', 've', 'fine', 'me', '.']","my husband said portion small , but if my main course good to eat portion would ve fine me ."
2193,but thai is definitely not great bland indistinguished .,"[{""term"": ""thai"", ""polarity"": ""negative"", ""start"": ""8"", ""end"": ""12""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",but thai is definitely not great bland indistinguished .,but the thai is definitely not great bland and indistinguished.,"['but', 'the', 'thai', 'is', 'definitely', 'not', 'great', 'bland', 'and', 'indistinguished', '.']","['but', 'thai', 'is', 'definitely', 'not', 'great', 'bland', 'indistinguished', '.']","['but', 'thai', 'is', 'definitely', 'not', 'great', 'bland', 'indistinguished', '.']",but thai is definitely not great bland indistinguished .
1392,thai is couple block away sripraphai another delicious thai .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",thai is couple block away sripraphai another delicious thai .,this thai restaurant is a couple blocks away from sripraphai another delicious thai restaurant .,"['this', 'thai', 'restaurant', 'is', 'couple', 'blocks', 'away', 'from', 'sripraphai', 'another', 'delicious', 'thai', 'restaurant', '.']","['thai', 'is', 'couple', 'blocks', 'away', 'sripraphai', 'another', 'delicious', 'thai', '.']","['thai', 'is', 'couple', 'block', 'away', 'sripraphai', 'another', 'delicious', 'thai', '.']",thai is couple block away sripraphai another delicious thai .
4,"great group , great date , great early brunch or nightcap .","[{""term"": ""brunch"", ""polarity"": ""positive"", ""start"": ""52"", ""end"": ""58""}, {""term"": ""nightcap"", ""polarity"": ""positive"", ""start"": ""64"", ""end"": ""72""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","great group , great date , great early brunch or nightcap .","great for groups, great for a date, great for early brunch or a nightcap.","['great', 'for', 'groups', ',', 'great', 'for', 'date', ',', 'great', 'for', 'early', 'brunch', 'or', 'nightcap', '.']","['great', 'groups', ',', 'great', 'date', ',', 'great', 'early', 'brunch', 'or', 'nightcap', '.']","['great', 'group', ',', 'great', 'date', ',', 'great', 'early', 'brunch', 'or', 'nightcap', '.']","great group , great date , great early brunch or nightcap ."
240,authentic shanghai style not recommend better shanghai in new york .,[],"[{""category"": ""ambience"", ""polarity"": ""positive""}]",authentic shanghai style not recommend better shanghai in new york .,authentic shanghai style and i cannot recommend a better shanghai place in new york.,"['authentic', 'shanghai', 'style', 'and', 'can', 'not', 'recommend', 'better', 'shanghai', 'place', 'in', 'new', 'york', '.']","['authentic', 'shanghai', 'style', 'not', 'recommend', 'better', 'shanghai', 'in', 'new', 'york', '.']","['authentic', 'shanghai', 'style', 'not', 'recommend', 'better', 'shanghai', 'in', 'new', 'york', '.']",authentic shanghai style not recommend better shanghai in new york .
2030,friendly server made great food suggestion also sent sommelier fromager to table to help suggest different pairing wine cheese .,"[{""term"": ""food suggestions"", ""polarity"": ""positive"", ""start"": ""31"", ""end"": ""47""}, {""term"": ""server"", ""polarity"": ""positive"", ""start"": ""13"", ""end"": ""19""}, {""term"": ""sommelier"", ""polarity"": ""positive"", ""start"": ""71"", ""end"": ""80""}, {""term"": ""fromager"", ""polarity"": ""positive"", ""start"": ""89"", ""end"": ""97""}, {""term"": ""wine"", ""polarity"": ""neutral"", ""start"": ""150"", ""end"": ""154""}, {""term"": ""cheese"", ""polarity"": ""neutral"", ""start"": ""159"", ""end"": ""165""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",friendly server made great food suggestion also sent sommelier fromager to table to help suggest different pairing wine cheese .,our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,"['our', 'friendly', 'server', 'made', 'great', 'food', 'suggestions', 'and', 'also', 'sent', 'both', 'the', 'sommelier', 'and', 'the', 'fromager', 'to', 'the', 'table', 'to', 'help', 'suggest', 'different', 'pairings', 'for', 'wine', 'and', 'cheese', '.']","['friendly', 'server', 'made', 'great', 'food', 'suggestions', 'also', 'sent', 'sommelier', 'fromager', 'to', 'table', 'to', 'help', 'suggest', 'different', 'pairings', 'wine', 'cheese', '.']","['friendly', 'server', 'made', 'great', 'food', 'suggestion', 'also', 'sent', 'sommelier', 'fromager', 'to', 'table', 'to', 'help', 'suggest', 'different', 'pairing', 'wine', 'cheese', '.']",friendly server made great food suggestion also sent sommelier fromager to table to help suggest different pairing wine cheese .
3000,perhaps last reviewer stated treated attitude life in parallel universe never anything but perfect experience at yasuda .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]",perhaps last reviewer stated treated attitude life in parallel universe never anything but perfect experience at yasuda .,perhaps the last reviewer who stated she was treated with attitude lives in a parallel universe because i have never had anything but a perfect experience at yasuda.,"['perhaps', 'the', 'last', 'reviewer', 'who', 'stated', 'she', 'was', 'treated', 'with', 'attitude', 'lives', 'in', 'parallel', 'universe', 'because', 'have', 'never', 'had', 'anything', 'but', 'perfect', 'experience', 'at', 'yasuda', '.']","['perhaps', 'last', 'reviewer', 'stated', 'treated', 'attitude', 'lives', 'in', 'parallel', 'universe', 'never', 'anything', 'but', 'perfect', 'experience', 'at', 'yasuda', '.']","['perhaps', 'last', 'reviewer', 'stated', 'treated', 'attitude', 'life', 'in', 'parallel', 'universe', 'never', 'anything', 'but', 'perfect', 'experience', 'at', 'yasuda', '.']",perhaps last reviewer stated treated attitude life in parallel universe never anything but perfect experience at yasuda .
2842,"said , thought scalini fedeli one of best experience ve ever .",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","said , thought scalini fedeli one of best experience ve ever .","that said, i thought scalini fedeli was one of the best dining experiences i ve ever had.","['that', 'said', ',', 'thought', 'scalini', 'fedeli', 'was', 'one', 'of', 'the', 'best', 'dining', 'experiences', 've', 'ever', 'had', '.']","['said', ',', 'thought', 'scalini', 'fedeli', 'one', 'of', 'best', 'experiences', 've', 'ever', '.']","['said', ',', 'thought', 'scalini', 'fedeli', 'one', 'of', 'best', 'experience', 've', 'ever', '.']","said , thought scalini fedeli one of best experience ve ever ."
2005,everything special .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",everything special .,everything about this restaurant was special.,"['everything', 'about', 'this', 'restaurant', 'was', 'special', '.']","['everything', 'special', '.']","['everything', 'special', '.']",everything special .
3239,"we reservation , we could sit in back garden , but it great , secluded perfect in nice weather .","[{""term"": ""back garden"", ""polarity"": ""positive"", ""start"": ""63"", ""end"": ""74""}, {""term"": ""reservation"", ""polarity"": ""negative"", ""start"": ""25"", ""end"": ""36""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","we reservation , we could sit in back garden , but it great , secluded perfect in nice weather .","because we didn t have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.","['because', 'we', 'didn', 'have', 'reservation', ',', 'we', 'could', 'only', 'sit', 'in', 'the', 'back', 'garden', ',', 'but', 'it', 'was', 'great', ',', 'secluded', 'and', 'perfect', 'in', 'nice', 'weather', '.']","['we', 'reservation', ',', 'we', 'could', 'sit', 'in', 'back', 'garden', ',', 'but', 'it', 'great', ',', 'secluded', 'perfect', 'in', 'nice', 'weather', '.']","['we', 'reservation', ',', 'we', 'could', 'sit', 'in', 'back', 'garden', ',', 'but', 'it', 'great', ',', 'secluded', 'perfect', 'in', 'nice', 'weather', '.']","we reservation , we could sit in back garden , but it great , secluded perfect in nice weather ."
1660,stuffing japanese food is rare thing .,"[{""term"": ""Japanese food"", ""polarity"": ""neutral"", ""start"": ""23"", ""end"": ""36""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",stuffing japanese food is rare thing .,stuffing yourself with japanese food is a rare thing.,"['stuffing', 'yourself', 'with', 'japanese', 'food', 'is', 'rare', 'thing', '.']","['stuffing', 'japanese', 'food', 'is', 'rare', 'thing', '.']","['stuffing', 'japanese', 'food', 'is', 'rare', 'thing', '.']",stuffing japanese food is rare thing .
1145,try my best to give an accurate description of visited .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",try my best to give an accurate description of visited .,i try my best to give an accurate description of any establishment visited.,"['try', 'my', 'best', 'to', 'give', 'an', 'accurate', 'description', 'of', 'any', 'establishment', 'visited', '.']","['try', 'my', 'best', 'to', 'give', 'an', 'accurate', 'description', 'of', 'visited', '.']","['try', 'my', 'best', 'to', 'give', 'an', 'accurate', 'description', 'of', 'visited', '.']",try my best to give an accurate description of visited .
2855,food good certainly no il mulino service horrendous .,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""10"", ""end"": ""14""}, {""term"": ""service"", ""polarity"": ""negative"", ""start"": ""53"", ""end"": ""60""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""negative""}]",food good certainly no il mulino service horrendous .,while the food was good certainly no il mulino the service was horrendous.,"['while', 'the', 'food', 'was', 'good', 'certainly', 'no', 'il', 'mulino', 'the', 'service', 'was', 'horrendous', '.']","['food', 'good', 'certainly', 'no', 'il', 'mulino', 'service', 'horrendous', '.']","['food', 'good', 'certainly', 'no', 'il', 'mulino', 'service', 'horrendous', '.']",food good certainly no il mulino service horrendous .
652,it is expensive but well worth money .,[],"[{""category"": ""price"", ""polarity"": ""conflict""}]",it is expensive but well worth money .,it is expensive but well worth the money.,"['it', 'is', 'expensive', 'but', 'well', 'worth', 'the', 'money', '.']","['it', 'is', 'expensive', 'but', 'well', 'worth', 'money', '.']","['it', 'is', 'expensive', 'but', 'well', 'worth', 'money', '.']",it is expensive but well worth money .
2774,service is not one would expect in price category .,"[{""term"": ""Service"", ""polarity"": ""negative"", ""start"": ""0"", ""end"": ""7""}, {""term"": ""price category"", ""polarity"": ""negative"", ""start"": ""58"", ""end"": ""72""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",service is not one would expect in price category .,service is not what one would expect from a joint in this price category.,"['service', 'is', 'not', 'what', 'one', 'would', 'expect', 'from', 'joint', 'in', 'this', 'price', 'category', '.']","['service', 'is', 'not', 'one', 'would', 'expect', 'in', 'price', 'category', '.']","['service', 'is', 'not', 'one', 'would', 'expect', 'in', 'price', 'category', '.']",service is not one would expect in price category .
1575,family never expected incredible entertainment in .,"[{""term"": ""entertainment"", ""polarity"": ""positive"", ""start"": ""42"", ""end"": ""55""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",family never expected incredible entertainment in .,our family never expected such incredible entertainment in a restaurant.,"['our', 'family', 'never', 'expected', 'such', 'incredible', 'entertainment', 'in', 'restaurant', '.']","['family', 'never', 'expected', 'incredible', 'entertainment', 'in', '.']","['family', 'never', 'expected', 'incredible', 'entertainment', 'in', '.']",family never expected incredible entertainment in .
2908,would recommend reservation on weekend though .,"[{""term"": ""reservations"", ""polarity"": ""neutral"", ""start"": ""18"", ""end"": ""30""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",would recommend reservation on weekend though .,i would recommend reservations on weekends though.,"['would', 'recommend', 'reservations', 'on', 'weekends', 'though', '.']","['would', 'recommend', 'reservations', 'on', 'weekends', 'though', '.']","['would', 'recommend', 'reservation', 'on', 'weekend', 'though', '.']",would recommend reservation on weekend though .
423,many thai place in city but so far toon is .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",many thai place in city but so far toon is .,there are many thai places in the city but so far toons is .,"['there', 'are', 'many', 'thai', 'places', 'in', 'the', 'city', 'but', 'so', 'far', 'toons', 'is', '.']","['many', 'thai', 'places', 'in', 'city', 'but', 'so', 'far', 'toons', 'is', '.']","['many', 'thai', 'place', 'in', 'city', 'but', 'so', 'far', 'toon', 'is', '.']",many thai place in city but so far toon is .
1608,great pizza lunch .,"[{""term"": ""pizza"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""11""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",great pizza lunch .,great pizza for lunch place.,"['great', 'pizza', 'for', 'lunch', 'place', '.']","['great', 'pizza', 'lunch', '.']","['great', 'pizza', 'lunch', '.']",great pizza lunch .
835,food expensive we spent lunch two but extremely tasty .,"[{""term"": ""food"", ""polarity"": ""conflict"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""lunch"", ""polarity"": ""negative"", ""start"": ""47"", ""end"": ""52""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""negative""}]",food expensive we spent lunch two but extremely tasty .,the food was very expensive we spent for lunch for two but extremely tasty.,"['the', 'food', 'was', 'very', 'expensive', 'we', 'spent', 'for', 'lunch', 'for', 'two', 'but', 'extremely', 'tasty', '.']","['food', 'expensive', 'we', 'spent', 'lunch', 'two', 'but', 'extremely', 'tasty', '.']","['food', 'expensive', 'we', 'spent', 'lunch', 'two', 'but', 'extremely', 'tasty', '.']",food expensive we spent lunch two but extremely tasty .
1431,think would go .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",think would go .,i don t think i would go again.,"['don', 'think', 'would', 'go', 'again', '.']","['think', 'would', 'go', '.']","['think', 'would', 'go', '.']",think would go .
377,we group of well seved .,"[{""term"": ""seved"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""35""}]","[{""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",we group of well seved .,we were a group of and well seved.,"['we', 'were', 'group', 'of', 'and', 'well', 'seved', '.']","['we', 'group', 'of', 'well', 'seved', '.']","['we', 'group', 'of', 'well', 'seved', '.']",we group of well seved .
3222,no mean feat ...,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",no mean feat ...,and that s no mean feat...,"['and', 'that', 'no', 'mean', 'feat', '...']","['no', 'mean', 'feat', '...']","['no', 'mean', 'feat', '...']",no mean feat ...
125,often go to eat my family .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",often go to eat my family .,i often go there to eat with my family.,"['often', 'go', 'there', 'to', 'eat', 'with', 'my', 'family', '.']","['often', 'go', 'to', 'eat', 'my', 'family', '.']","['often', 'go', 'to', 'eat', 'my', 'family', '.']",often go to eat my family .
3342,wish would change back to it .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",wish would change back to it .,i wish they would change back to what it was before.,"['wish', 'they', 'would', 'change', 'back', 'to', 'what', 'it', 'was', 'before', '.']","['wish', 'would', 'change', 'back', 'to', 'it', '.']","['wish', 'would', 'change', 'back', 'to', 'it', '.']",wish would change back to it .
2808,"sign , special menu , food , even waitstaff totally japanese .","[{""term"": ""signs"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}, {""term"": ""specials menus"", ""polarity"": ""positive"", ""start"": ""15"", ""end"": ""29""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""31"", ""end"": ""35""}, {""term"": ""waitstaff"", ""polarity"": ""positive"", ""start"": ""54"", ""end"": ""63""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","sign , special menu , food , even waitstaff totally japanese .","the signs, the specials menus, food, and even all the waitstaff are all totally japanese.","['the', 'signs', ',', 'the', 'specials', 'menus', ',', 'food', ',', 'and', 'even', 'all', 'the', 'waitstaff', 'are', 'all', 'totally', 'japanese', '.']","['signs', ',', 'specials', 'menus', ',', 'food', ',', 'even', 'waitstaff', 'totally', 'japanese', '.']","['sign', ',', 'special', 'menu', ',', 'food', ',', 'even', 'waitstaff', 'totally', 'japanese', '.']","sign , special menu , food , even waitstaff totally japanese ."
1298,no pizza me !,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",no pizza me !,no pizza for me!,"['no', 'pizza', 'for', 'me', '!']","['no', 'pizza', 'me', '!']","['no', 'pizza', 'me', '!']",no pizza me !
2183,"love spicy scallop roll , my boyfriend consistently get sesame chicken .","[{""term"": ""scallop roll"", ""polarity"": ""positive"", ""start"": ""19"", ""end"": ""31""}, {""term"": ""sesame chicken"", ""polarity"": ""positive"", ""start"": ""72"", ""end"": ""86""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","love spicy scallop roll , my boyfriend consistently get sesame chicken .","i love their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.","['love', 'their', 'spicy', 'scallop', 'roll', ',', 'and', 'my', 'boyfriend', 'consistently', 'gets', 'the', 'sesame', 'chicken', '.']","['love', 'spicy', 'scallop', 'roll', ',', 'my', 'boyfriend', 'consistently', 'gets', 'sesame', 'chicken', '.']","['love', 'spicy', 'scallop', 'roll', ',', 'my', 'boyfriend', 'consistently', 'get', 'sesame', 'chicken', '.']","love spicy scallop roll , my boyfriend consistently get sesame chicken ."
2841,"no food critic , but like to think tiny bit of experience my belt lived in ny last year .","[{""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""7"", ""end"": ""11""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","no food critic , but like to think tiny bit of experience my belt lived in ny last year .","i m no food critic, but i d like to think i have a tiny bit of experience under my belt having lived in ny for the last years.","['no', 'food', 'critic', ',', 'but', 'like', 'to', 'think', 'have', 'tiny', 'bit', 'of', 'experience', 'under', 'my', 'belt', 'having', 'lived', 'in', 'ny', 'for', 'the', 'last', 'years', '.']","['no', 'food', 'critic', ',', 'but', 'like', 'to', 'think', 'tiny', 'bit', 'of', 'experience', 'my', 'belt', 'lived', 'in', 'ny', 'last', 'years', '.']","['no', 'food', 'critic', ',', 'but', 'like', 'to', 'think', 'tiny', 'bit', 'of', 'experience', 'my', 'belt', 'lived', 'in', 'ny', 'last', 'year', '.']","no food critic , but like to think tiny bit of experience my belt lived in ny last year ."
1418,noted it crossed on bill .,"[{""term"": ""bill"", ""polarity"": ""neutral"", ""start"": ""34"", ""end"": ""38""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",noted it crossed on bill .,i noted it was crossed off on the bill.,"['noted', 'it', 'was', 'crossed', 'off', 'on', 'the', 'bill', '.']","['noted', 'it', 'crossed', 'on', 'bill', '.']","['noted', 'it', 'crossed', 'on', 'bill', '.']",noted it crossed on bill .
2208,"needless to say , never going back be wary .",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","needless to say , never going back be wary .","needless to say, i m never going back and you should be wary too.","['needless', 'to', 'say', ',', 'never', 'going', 'back', 'and', 'you', 'should', 'be', 'wary', 'too', '.']","['needless', 'to', 'say', ',', 'never', 'going', 'back', 'be', 'wary', '.']","['needless', 'to', 'say', ',', 'never', 'going', 'back', 'be', 'wary', '.']","needless to say , never going back be wary ."
287,best dish is nori wrapped tuna .,"[{""term"": ""nori-wrapped tuna"", ""polarity"": ""positive"", ""start"": ""13"", ""end"": ""30""}, {""term"": ""dish"", ""polarity"": ""positive"", ""start"": ""5"", ""end"": ""9""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",best dish is nori wrapped tuna .,best dish is nori wrapped tuna.,"['best', 'dish', 'is', 'nori', 'wrapped', 'tuna', '.']","['best', 'dish', 'is', 'nori', 'wrapped', 'tuna', '.']","['best', 'dish', 'is', 'nori', 'wrapped', 'tuna', '.']",best dish is nori wrapped tuna .
814,food absolutely amazing ! !,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",food absolutely amazing ! !,the food was absolutely amazing!!,"['the', 'food', 'was', 'absolutely', 'amazing', '!', '!']","['food', 'absolutely', 'amazing', '!', '!']","['food', 'absolutely', 'amazing', '!', '!']",food absolutely amazing ! !
3112,server make feel like favor to bring food .,"[{""term"": ""servers"", ""polarity"": ""negative"", ""start"": ""5"", ""end"": ""12""}, {""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""76"", ""end"": ""80""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",server make feel like favor to bring food .,some servers make you feel like they are doing you a favor to bring you the food.,"['some', 'servers', 'make', 'you', 'feel', 'like', 'they', 'are', 'doing', 'you', 'favor', 'to', 'bring', 'you', 'the', 'food', '.']","['servers', 'make', 'feel', 'like', 'favor', 'to', 'bring', 'food', '.']","['server', 'make', 'feel', 'like', 'favor', 'to', 'bring', 'food', '.']",server make feel like favor to bring food .
2413,"an excellent alternative to fast food joint ordering in but , food slightly disappointing .","[{""term"": ""fast food"", ""polarity"": ""negative"", ""start"": ""28"", ""end"": ""37""}, {""term"": ""food"", ""polarity"": ""negative"", ""start"": ""70"", ""end"": ""74""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","an excellent alternative to fast food joint ordering in but , food slightly disappointing .","an excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.","['an', 'excellent', 'alternative', 'to', 'fast', 'food', 'joints', 'and', 'ordering', 'in', 'but', ',', 'the', 'food', 'was', 'slightly', 'disappointing', '.']","['an', 'excellent', 'alternative', 'to', 'fast', 'food', 'joints', 'ordering', 'in', 'but', ',', 'food', 'slightly', 'disappointing', '.']","['an', 'excellent', 'alternative', 'to', 'fast', 'food', 'joint', 'ordering', 'in', 'but', ',', 'food', 'slightly', 'disappointing', '.']","an excellent alternative to fast food joint ordering in but , food slightly disappointing ."
3435,mermaid inn is an overall good really good seafood .,"[{""term"": ""seafood"", ""polarity"": ""positive"", ""start"": ""59"", ""end"": ""66""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]",mermaid inn is an overall good really good seafood .,mermaid inn is an overall good restaurant with really good seafood.,"['mermaid', 'inn', 'is', 'an', 'overall', 'good', 'restaurant', 'with', 'really', 'good', 'seafood', '.']","['mermaid', 'inn', 'is', 'an', 'overall', 'good', 'really', 'good', 'seafood', '.']","['mermaid', 'inn', 'is', 'an', 'overall', 'good', 'really', 'good', 'seafood', '.']",mermaid inn is an overall good really good seafood .
914,work around corner tried it colleague first time .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",work around corner tried it colleague first time .,i work around the corner and tried it with a colleague for the first time.,"['work', 'around', 'the', 'corner', 'and', 'tried', 'it', 'with', 'colleague', 'for', 'the', 'first', 'time', '.']","['work', 'around', 'corner', 'tried', 'it', 'colleague', 'first', 'time', '.']","['work', 'around', 'corner', 'tried', 'it', 'colleague', 'first', 'time', '.']",work around corner tried it colleague first time .
2695,went my boyfriend another couple .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",went my boyfriend another couple .,i went here with my boyfriend and another couple.,"['went', 'here', 'with', 'my', 'boyfriend', 'and', 'another', 'couple', '.']","['went', 'my', 'boyfriend', 'another', 'couple', '.']","['went', 'my', 'boyfriend', 'another', 'couple', '.']",went my boyfriend another couple .
664,staff is also attentive friendly .,"[{""term"": ""staff"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",staff is also attentive friendly .,the staff is also attentive and friendly.,"['the', 'staff', 'is', 'also', 'attentive', 'and', 'friendly', '.']","['staff', 'is', 'also', 'attentive', 'friendly', '.']","['staff', 'is', 'also', 'attentive', 'friendly', '.']",staff is also attentive friendly .
1644,all you can eat deal is truly amazing .,"[{""term"": ""all you can eat deal"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""24""}]","[{""category"": ""price"", ""polarity"": ""positive""}]",all you can eat deal is truly amazing .,the all you can eat deal is truly amazing here.,"['the', 'all', 'you', 'can', 'eat', 'deal', 'is', 'truly', 'amazing', 'here', '.']","['all', 'you', 'can', 'eat', 'deal', 'is', 'truly', 'amazing', '.']","['all', 'you', 'can', 'eat', 'deal', 'is', 'truly', 'amazing', '.']",all you can eat deal is truly amazing .
2036,"is problem since we paid buck dish , to order dish to get decent taste .","[{""term"": ""dish"", ""polarity"": ""negative"", ""start"": ""49"", ""end"": ""53""}, {""term"": ""taste"", ""polarity"": ""neutral"", ""start"": ""97"", ""end"": ""102""}, {""term"": ""dishes"", ""polarity"": ""negative"", ""start"": ""74"", ""end"": ""80""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""price"", ""polarity"": ""negative""}]","is problem since we paid buck dish , to order dish to get decent taste .","that is a problem since we paid about bucks a dish, and had to order dishes to get a decent taste.","['that', 'is', 'problem', 'since', 'we', 'paid', 'about', 'bucks', 'dish', ',', 'and', 'had', 'to', 'order', 'dishes', 'to', 'get', 'decent', 'taste', '.']","['is', 'problem', 'since', 'we', 'paid', 'bucks', 'dish', ',', 'to', 'order', 'dishes', 'to', 'get', 'decent', 'taste', '.']","['is', 'problem', 'since', 'we', 'paid', 'buck', 'dish', ',', 'to', 'order', 'dish', 'to', 'get', 'decent', 'taste', '.']","is problem since we paid buck dish , to order dish to get decent taste ."
1880,"is definitely provides best experience , though , to lister people walking in street .",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","is definitely provides best experience , though , to lister people walking in street .","this is definitely a place that provides the best experience, though, to both a listers and people walking in off the street.","['this', 'is', 'definitely', 'place', 'that', 'provides', 'the', 'best', 'experience', ',', 'though', ',', 'to', 'both', 'listers', 'and', 'people', 'walking', 'in', 'off', 'the', 'street', '.']","['is', 'definitely', 'provides', 'best', 'experience', ',', 'though', ',', 'to', 'listers', 'people', 'walking', 'in', 'street', '.']","['is', 'definitely', 'provides', 'best', 'experience', ',', 'though', ',', 'to', 'lister', 'people', 'walking', 'in', 'street', '.']","is definitely provides best experience , though , to lister people walking in street ."
