review_id,text,aspects,sentiments
1270,ve three time always wonderful experience .,['wonderful experience'],"[{'aspect': 'wonderful experience', 'sentiment': 'positive', 'score': 1.0, 'context': 've three time always wonderful experience .'}]"
1271,people always friendly .,['friendly people'],"[{'aspect': 'friendly people', 'sentiment': 'neutral', 'score': 0.0}]"
1272,cream cheese of world love coffee ! !,"['love coffee', 'cream cheese', 'world love', 'world love coffee']","[{'aspect': 'love coffee', 'sentiment': 'positive', 'score': 0.78, 'context': 'cream cheese of world love coffee ! !'}, {'aspect': 'cream cheese', 'sentiment': 'positive', 'score': 0.78, 'context': 'cream cheese of world love coffee ! !'}, {'aspect': 'world love', 'sentiment': 'positive', 'score': 0.78, 'context': 'cream cheese of world love coffee ! !'}, {'aspect': 'world love coffee', 'sentiment': 'positive', 'score': 0.78, 'context': 'cream cheese of world love coffee ! !'}]"
1273,"entree to side to drink , everything creatively prepared yet still simple .",[],[]
1274,hmmm .,[],[]
1275,service prompt courteous .,"['courteous prompt', 'service prompt']","[{'aspect': 'courteous prompt', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'service prompt', 'sentiment': 'positive', 'score': 0.6, 'context': 'service prompt courteous .'}]"
1276,it not ordinary beef version cheap undercooked beef .,"['beef version', 'cheap beef', 'undercooked beef', 'ordinary version']","[{'aspect': 'beef version', 'sentiment': 'negative', 'score': -0.26, 'context': 'it not ordinary beef version cheap undercooked beef .'}, {'aspect': 'cheap beef', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'undercooked beef', 'sentiment': 'negative', 'score': -0.26, 'context': 'it not ordinary beef version cheap undercooked beef .'}, {'aspect': 'ordinary version', 'sentiment': 'neutral', 'score': 0.0}]"
1277,"chance is small cozy , romantic feel to it , decor is great .","['romantic feel', 'cozy feel', 'small feel']","[{'aspect': 'romantic feel', 'sentiment': 'neutral', 'score': 0.09, 'context': 'chance is small cozy , romantic feel to it , decor is great'}, {'aspect': 'cozy feel', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'small feel', 'sentiment': 'neutral', 'score': 0.0}]"
1278,"it nice fresh , but give it high score on authentic thai .","['high score', 'authentic thai']","[{'aspect': 'high score', 'sentiment': 'positive', 'score': 0.39, 'context': 'nice fresh , but give it high score on authentic thai .'}, {'aspect': 'authentic thai', 'sentiment': 'positive', 'score': 0.33, 'context': 'but give it high score on authentic thai .'}]"
1279,"overall , worht every penny .",['every penny'],"[{'aspect': 'every penny', 'sentiment': 'neutral', 'score': 0.0, 'context': 'overall , worht every penny .'}]"
1280,"called morning , think would be able to get in at , but able to get in , along four guest .",['four guest'],"[{'aspect': 'four guest', 'sentiment': 'positive', 'score': 0.5, 'context': 'able to get in , along four guest .'}]"
1281,"got club soda , filled with ice , no lime .",['club soda'],"[{'aspect': 'club soda', 'sentiment': 'negative', 'score': -0.4, 'context': 'got club soda , filled with ice , no'}]"
1282,"wine beer served , but house varities actually quite good .","['good varities', 'wine beer', 'house varities']","[{'aspect': 'good varities', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'wine beer', 'sentiment': 'neutral', 'score': 0.0, 'context': 'wine beer served , but house varities actually'}, {'aspect': 'house varities', 'sentiment': 'positive', 'score': 0.35, 'context': 'wine beer served , but house varities actually quite good .'}]"
1283,must cost owner afortune to build .,['owner afortune'],"[{'aspect': 'owner afortune', 'sentiment': 'neutral', 'score': 0.0, 'context': 'must cost owner afortune to build .'}]"
1284,my mouth start to water merely thinking delight is .,['my mouth'],"[{'aspect': 'my mouth', 'sentiment': 'negative', 'score': -0.5, 'context': 'my mouth start to water merely thinking delight'}]"
1285,to location .,[],[]
1286,"oh , complimentary pudding dessert enough yummy !","['pudding dessert', 'enough yummy', 'complimentary dessert']","[{'aspect': 'pudding dessert', 'sentiment': 'positive', 'score': 0.15, 'context': 'oh , complimentary pudding dessert enough yummy !'}, {'aspect': 'enough yummy', 'sentiment': 'positive', 'score': 0.15, 'context': 'oh , complimentary pudding dessert enough yummy !'}, {'aspect': 'complimentary dessert', 'sentiment': 'neutral', 'score': 0.0}]"
1287,people dress in suit or evening gown a well a shirt jean .,"['evening gown', 'shirt jean', 'a shirt jean']","[{'aspect': 'evening gown', 'sentiment': 'neutral', 'score': 0.0, 'context': 'people dress in suit or evening gown a well a shirt jean .'}, {'aspect': 'shirt jean', 'sentiment': 'neutral', 'score': 0.0, 'context': 'or evening gown a well a shirt jean .'}, {'aspect': 'a shirt jean', 'sentiment': 'neutral', 'score': 0.0, 'context': 'suit or evening gown a well a shirt jean .'}]"
1288,we split tasty vegetable samosa malai tikka wrap .,['tasty vegetable samosa malai'],"[{'aspect': 'tasty vegetable samosa malai', 'sentiment': 'neutral', 'score': 0.0, 'context': 'we split tasty vegetable samosa malai tikka wrap .'}]"
1289,knowledge of chef waitress average .,[],[]
1290,we walking around village went drink .,['went drink'],"[{'aspect': 'went drink', 'sentiment': 'neutral', 'score': 0.0, 'context': 'we walking around village went drink .'}]"
1291,decent wine selection .,"['decent wine selection', 'wine selection', 'decent selection']","[{'aspect': 'decent wine selection', 'sentiment': 'positive', 'score': 0.17, 'context': 'decent wine selection .'}, {'aspect': 'wine selection', 'sentiment': 'positive', 'score': 0.17, 'context': 'decent wine selection .'}, {'aspect': 'decent selection', 'sentiment': 'neutral', 'score': 0.0}]"
1292,go group of friend great time .,['great time'],"[{'aspect': 'great time', 'sentiment': 'positive', 'score': 0.8, 'context': 'go group of friend great time .'}]"
1293,"it save walking in waiting table in often noisy , crowded bar at dinnertime .","['noisy bar', 'crowded bar']","[{'aspect': 'noisy bar', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'crowded bar', 'sentiment': 'neutral', 'score': 0.0, 'context': 'waiting table in often noisy , crowded bar at dinnertime .'}]"
1294,to say never disapointing meal .,[],[]
1295,it one of favorite place to eat in ny .,['favorite place'],"[{'aspect': 'favorite place', 'sentiment': 'positive', 'score': 0.5, 'context': 'it one of favorite place to eat in ny .'}]"
1296,"get crowded , so recommend going pm .",[],[]
1297,mine little burnt but still delicious goat cheese panchetta raddichio kind of bitter though .,"['panchetta raddichio', 'cheese raddichio', 'delicious raddichio']","[{'aspect': 'panchetta raddichio', 'sentiment': 'positive', 'score': 0.5, 'context': 'burnt but still delicious goat cheese panchetta raddichio kind of bitter though .'}, {'aspect': 'cheese raddichio', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'delicious raddichio', 'sentiment': 'neutral', 'score': 0.0}]"
1298,"disappointing food , lousy service .","['disappointing food', 'lousy service']","[{'aspect': 'disappointing food', 'sentiment': 'negative', 'score': -0.55, 'context': 'disappointing food , lousy service .'}, {'aspect': 'lousy service', 'sentiment': 'negative', 'score': -0.55, 'context': 'disappointing food , lousy service .'}]"
1299,"sichuan , is recommend going .",[],[]
1300,lovely french asian fusion stand amongst great restaurant on smith street .,"['smith street', 'lovely fusion', 'french fusion', 'great restaurant', 'asian fusion', 'lovely french asian fusion']","[{'aspect': 'smith street', 'sentiment': 'positive', 'score': 0.8, 'context': 'fusion stand amongst great restaurant on smith street .'}, {'aspect': 'lovely fusion', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'french fusion', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'great restaurant', 'sentiment': 'positive', 'score': 0.33, 'context': 'lovely french asian fusion stand amongst great restaurant on smith street .'}, {'aspect': 'asian fusion', 'sentiment': 'positive', 'score': 0.33, 'context': 'lovely french asian fusion stand amongst great restaurant on smith'}, {'aspect': 'lovely french asian fusion', 'sentiment': 'positive', 'score': 0.33, 'context': 'lovely french asian fusion stand amongst great restaurant on smith'}]"
1301,"if want casual neighborhood bistro great food excellent service , is .","['excellent service', 'great service', 'casual service']","[{'aspect': 'excellent service', 'sentiment': 'positive', 'score': 0.43, 'context': 'want casual neighborhood bistro great food excellent service , is .'}, {'aspect': 'great service', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'casual service', 'sentiment': 'neutral', 'score': 0.0}]"
1302,great to go drink kind of beer .,[],[]
1303,but is well oiled machine so know re .,"['well oiled machine', 'oiled machine']","[{'aspect': 'well oiled machine', 'sentiment': 'neutral', 'score': 0.0, 'context': 'but is well oiled machine so know re .'}, {'aspect': 'oiled machine', 'sentiment': 'neutral', 'score': 0.0, 'context': 'but is well oiled machine so know re .'}]"
1304,"price , small portion .",['small portion'],"[{'aspect': 'small portion', 'sentiment': 'negative', 'score': -0.25, 'context': 'price , small portion .'}]"
1305,"meanwhile , bartender continued to pour champagne reserve we finished bottle we enjoyed an amuse of turnip soup with pureed basil , gratis .","['champagne reserve', 'an amuse', 'pureed basil', 'turnip soup']","[{'aspect': 'champagne reserve', 'sentiment': 'positive', 'score': 0.5, 'context': 'meanwhile , bartender continued to pour champagne reserve we finished bottle we enjoyed an'}, {'aspect': 'an amuse', 'sentiment': 'positive', 'score': 0.5, 'context': 'reserve we finished bottle we enjoyed an amuse of turnip soup with pureed basil'}, {'aspect': 'pureed basil', 'sentiment': 'neutral', 'score': 0.0, 'context': 'an amuse of turnip soup with pureed basil , gratis .'}, {'aspect': 'turnip soup', 'sentiment': 'positive', 'score': 0.5, 'context': 'bottle we enjoyed an amuse of turnip soup with pureed basil , gratis .'}]"
1306,but go back,[],[]
1307,stepped on my foot on second time he reached me to adjust lighting .,"['second time', 'my foot']","[{'aspect': 'second time', 'sentiment': 'neutral', 'score': 0.0, 'context': 'stepped on my foot on second time he reached me to adjust lighting'}, {'aspect': 'my foot', 'sentiment': 'neutral', 'score': 0.0, 'context': 'stepped on my foot on second time he reached me'}]"
1308,food well prepared service impecable .,"['impecable service', 'prepared service', 'food well prepared service']","[{'aspect': 'impecable service', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'prepared service', 'sentiment': 'neutral', 'score': 0.0, 'context': 'food well prepared service impecable .'}, {'aspect': 'food well prepared service', 'sentiment': 'neutral', 'score': 0.0, 'context': 'food well prepared service impecable .'}]"
1309,"but best dish is thh thai spiced curry noodle with shrimp dish would cost . is place , but it is .","['best dish', 'shrimp dish']","[{'aspect': 'best dish', 'sentiment': 'positive', 'score': 1.0, 'context': 'but best dish is thh thai spiced curry noodle'}, {'aspect': 'shrimp dish', 'sentiment': 'neutral', 'score': 0.0, 'context': 'thh thai spiced curry noodle with shrimp dish would cost . is place ,'}]"
1310,"good , dark atmosphere music is nice touch .","['dark atmosphere', 'nice touch', 'good music', 'atmosphere music']","[{'aspect': 'dark atmosphere', 'sentiment': 'positive', 'score': 0.38, 'context': 'good , dark atmosphere music is nice touch .'}, {'aspect': 'nice touch', 'sentiment': 'positive', 'score': 0.38, 'context': 'good , dark atmosphere music is nice touch .'}, {'aspect': 'good music', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'atmosphere music', 'sentiment': 'positive', 'score': 0.38, 'context': 'good , dark atmosphere music is nice touch .'}]"
1311,"my husband said portion small , but if my main course good to eat portion would ve fine me .","['main course', 'my main course', 'my husband']","[{'aspect': 'main course', 'sentiment': 'conflict', 'score': 0.21, 'context': 'portion small , but if my main course good to eat portion would ve'}, {'aspect': 'my main course', 'sentiment': 'conflict', 'score': 0.21, 'context': 'said portion small , but if my main course good to eat portion would ve'}, {'aspect': 'my husband', 'sentiment': 'negative', 'score': -0.25, 'context': 'my husband said portion small , but if'}]"
1312,but thai is definitely not great bland indistinguished .,['great bland'],"[{'aspect': 'great bland', 'sentiment': 'positive', 'score': 0.28, 'context': 'but thai is definitely not great bland indistinguished .'}]"
1313,thai is couple block away sripraphai another delicious thai .,"['couple block', 'another delicious thai']","[{'aspect': 'couple block', 'sentiment': 'positive', 'score': 1.0, 'context': 'thai is couple block away sripraphai another delicious thai .'}, {'aspect': 'another delicious thai', 'sentiment': 'positive', 'score': 1.0, 'context': 'thai is couple block away sripraphai another delicious thai .'}]"
1314,"great group , great date , great early brunch or nightcap .","['great brunch', 'early brunch', 'great group', 'great date', 'great early brunch']","[{'aspect': 'great brunch', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'early brunch', 'sentiment': 'positive', 'score': 0.57, 'context': 'group , great date , great early brunch or nightcap .'}, {'aspect': 'great group', 'sentiment': 'positive', 'score': 0.63, 'context': 'great group , great date , great early'}, {'aspect': 'great date', 'sentiment': 'positive', 'score': 0.63, 'context': 'great group , great date , great early brunch or nightcap'}, {'aspect': 'great early brunch', 'sentiment': 'positive', 'score': 0.63, 'context': 'great group , great date , great early brunch or nightcap .'}]"
1315,authentic shanghai style not recommend better shanghai in new york .,"['authentic style', 'new york', 'authentic shanghai style', 'better shanghai', 'shanghai style']","[{'aspect': 'authentic style', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'new york', 'sentiment': 'negative', 'score': -0.32, 'context': 'style not recommend better shanghai in new york .'}, {'aspect': 'authentic shanghai style', 'sentiment': 'negative', 'score': -0.38, 'context': 'authentic shanghai style not recommend better shanghai in new'}, {'aspect': 'better shanghai', 'sentiment': 'negative', 'score': -0.38, 'context': 'authentic shanghai style not recommend better shanghai in new york .'}, {'aspect': 'shanghai style', 'sentiment': 'negative', 'score': -0.38, 'context': 'authentic shanghai style not recommend better shanghai in new'}]"
1316,friendly server made great food suggestion also sent sommelier fromager to table to help suggest different pairing wine cheese .,"['different cheese', 'food suggestion', 'great food suggestion', 'great suggestion', 'pairing cheese', 'wine cheese', 'sommelier fromager', 'different pairing wine cheese', 'friendly server']","[{'aspect': 'different cheese', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'food suggestion', 'sentiment': 'positive', 'score': 0.59, 'context': 'friendly server made great food suggestion also sent sommelier fromager to table'}, {'aspect': 'great food suggestion', 'sentiment': 'positive', 'score': 0.59, 'context': 'friendly server made great food suggestion also sent sommelier fromager to table'}, {'aspect': 'great suggestion', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'pairing cheese', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'wine cheese', 'sentiment': 'neutral', 'score': 0.0, 'context': 'table to help suggest different pairing wine cheese .'}, {'aspect': 'sommelier fromager', 'sentiment': 'positive', 'score': 0.4, 'context': 'made great food suggestion also sent sommelier fromager to table to help suggest different'}, {'aspect': 'different pairing wine cheese', 'sentiment': 'neutral', 'score': 0.0, 'context': 'fromager to table to help suggest different pairing wine cheese .'}, {'aspect': 'friendly server', 'sentiment': 'positive', 'score': 0.59, 'context': 'friendly server made great food suggestion also sent'}]"
1317,perhaps last reviewer stated treated attitude life in parallel universe never anything but perfect experience at yasuda .,"['parallel universe', 'attitude life', 'perfect experience', 'treated life', 'treated attitude life', 'last reviewer']","[{'aspect': 'parallel universe', 'sentiment': 'negative', 'score': -0.5, 'context': 'reviewer stated treated attitude life in parallel universe never anything but perfect experience at'}, {'aspect': 'attitude life', 'sentiment': 'neutral', 'score': -0.0, 'context': 'perhaps last reviewer stated treated attitude life in parallel universe never anything but'}, {'aspect': 'perfect experience', 'sentiment': 'negative', 'score': -0.5, 'context': 'in parallel universe never anything but perfect experience at yasuda .'}, {'aspect': 'treated life', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'treated attitude life', 'sentiment': 'neutral', 'score': -0.0, 'context': 'perhaps last reviewer stated treated attitude life in parallel universe never anything but'}, {'aspect': 'last reviewer', 'sentiment': 'neutral', 'score': 0.0, 'context': 'perhaps last reviewer stated treated attitude life in parallel'}]"
1318,"said , thought scalini fedeli one of best experience ve ever .","['best experience', 'scalini fedeli']","[{'aspect': 'best experience', 'sentiment': 'positive', 'score': 1.0, 'context': ', thought scalini fedeli one of best experience ve ever .'}, {'aspect': 'scalini fedeli', 'sentiment': 'positive', 'score': 1.0, 'context': 'said , thought scalini fedeli one of best experience ve ever'}]"
1319,everything special .,[],[]
1320,"we reservation , we could sit in back garden , but it great , secluded perfect in nice weather .","['back garden', 'nice weather']","[{'aspect': 'back garden', 'sentiment': 'positive', 'score': 0.4, 'context': 'reservation , we could sit in back garden , but it great , secluded'}, {'aspect': 'nice weather', 'sentiment': 'positive', 'score': 0.8, 'context': 'it great , secluded perfect in nice weather .'}]"
1321,stuffing japanese food is rare thing .,"['rare thing', 'japanese food']","[{'aspect': 'rare thing', 'sentiment': 'positive', 'score': 0.15, 'context': 'stuffing japanese food is rare thing .'}, {'aspect': 'japanese food', 'sentiment': 'positive', 'score': 0.15, 'context': 'stuffing japanese food is rare thing .'}]"
1322,try my best to give an accurate description of visited .,"['accurate description', 'an accurate description']","[{'aspect': 'accurate description', 'sentiment': 'positive', 'score': 0.7, 'context': 'try my best to give an accurate description of visited .'}, {'aspect': 'an accurate description', 'sentiment': 'positive', 'score': 0.7, 'context': 'try my best to give an accurate description of visited .'}]"
1323,food good certainly no il mulino service horrendous .,"['mulino service', 'good food', 'no il mulino service', 'il service', 'horrendous service']","[{'aspect': 'mulino service', 'sentiment': 'negative', 'score': -0.3, 'context': 'food good certainly no il mulino service horrendous .'}, {'aspect': 'good food', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'no il mulino service', 'sentiment': 'negative', 'score': -0.3, 'context': 'food good certainly no il mulino service horrendous .'}, {'aspect': 'il service', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'horrendous service', 'sentiment': 'neutral', 'score': 0.0}]"
1324,it is expensive but well worth money .,['expensive money'],"[{'aspect': 'expensive money', 'sentiment': 'neutral', 'score': 0.0}]"
1325,service is not one would expect in price category .,['price category'],"[{'aspect': 'price category', 'sentiment': 'neutral', 'score': -0.0, 'context': 'is not one would expect in price category .'}]"
1326,family never expected incredible entertainment in .,['incredible entertainment'],"[{'aspect': 'incredible entertainment', 'sentiment': 'negative', 'score': -0.48, 'context': 'family never expected incredible entertainment in .'}]"
1327,would recommend reservation on weekend though .,[],[]
1328,many thai place in city but so far toon is .,"['thai place', 'far toon', 'many thai place', 'many place', 'so far toon']","[{'aspect': 'thai place', 'sentiment': 'positive', 'score': 0.3, 'context': 'many thai place in city but so far toon'}, {'aspect': 'far toon', 'sentiment': 'neutral', 'score': 0.1, 'context': 'thai place in city but so far toon is .'}, {'aspect': 'many thai place', 'sentiment': 'positive', 'score': 0.3, 'context': 'many thai place in city but so far toon'}, {'aspect': 'many place', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'so far toon', 'sentiment': 'positive', 'score': 0.3, 'context': 'many thai place in city but so far toon is .'}]"
1329,great pizza lunch .,"['pizza lunch', 'great pizza lunch', 'great lunch']","[{'aspect': 'pizza lunch', 'sentiment': 'positive', 'score': 0.8, 'context': 'great pizza lunch .'}, {'aspect': 'great pizza lunch', 'sentiment': 'positive', 'score': 0.8, 'context': 'great pizza lunch .'}, {'aspect': 'great lunch', 'sentiment': 'neutral', 'score': 0.0}]"
1330,food expensive we spent lunch two but extremely tasty .,[],[]
1331,think would go .,[],[]
1332,we group of well seved .,[],[]
1333,no mean feat ...,"['no mean feat', 'mean feat']","[{'aspect': 'no mean feat', 'sentiment': 'negative', 'score': -0.16, 'context': 'no mean feat ...'}, {'aspect': 'mean feat', 'sentiment': 'negative', 'score': -0.16, 'context': 'no mean feat ...'}]"
1334,often go to eat my family .,['my family'],"[{'aspect': 'my family', 'sentiment': 'neutral', 'score': 0.0, 'context': 'often go to eat my family .'}]"
1335,wish would change back to it .,[],[]
1336,"sign , special menu , food , even waitstaff totally japanese .",['special menu'],"[{'aspect': 'special menu', 'sentiment': 'positive', 'score': 0.27, 'context': 'sign , special menu , food , even waitstaff totally'}]"
1337,no pizza me !,['no pizza'],"[{'aspect': 'no pizza', 'sentiment': 'neutral', 'score': -0.0, 'context': 'no pizza me !'}]"
1338,"love spicy scallop roll , my boyfriend consistently get sesame chicken .","['my boyfriend', 'scallop roll', 'spicy scallop roll', 'sesame chicken']","[{'aspect': 'my boyfriend', 'sentiment': 'neutral', 'score': 0.05, 'context': 'love spicy scallop roll , my boyfriend consistently get sesame chicken .'}, {'aspect': 'scallop roll', 'sentiment': 'positive', 'score': 0.38, 'context': 'love spicy scallop roll , my boyfriend consistently get sesame'}, {'aspect': 'spicy scallop roll', 'sentiment': 'positive', 'score': 0.38, 'context': 'love spicy scallop roll , my boyfriend consistently get sesame'}, {'aspect': 'sesame chicken', 'sentiment': 'negative', 'score': -0.17, 'context': 'roll , my boyfriend consistently get sesame chicken .'}]"
1339,"no food critic , but like to think tiny bit of experience my belt lived in ny last year .","['my belt', 'last year', 'no food critic', 'food critic', 'tiny bit']","[{'aspect': 'my belt', 'sentiment': 'neutral', 'score': 0.0, 'context': 'to think tiny bit of experience my belt lived in ny last year .'}, {'aspect': 'last year', 'sentiment': 'neutral', 'score': 0.0, 'context': 'experience my belt lived in ny last year .'}, {'aspect': 'no food critic', 'sentiment': 'neutral', 'score': -0.0, 'context': 'no food critic , but like to think tiny'}, {'aspect': 'food critic', 'sentiment': 'neutral', 'score': -0.0, 'context': 'no food critic , but like to think tiny'}, {'aspect': 'tiny bit', 'sentiment': 'neutral', 'score': 0.0, 'context': 'critic , but like to think tiny bit of experience my belt lived in'}]"
1340,noted it crossed on bill .,[],[]
1341,"needless to say , never going back be wary .",[],[]
1342,best dish is nori wrapped tuna .,['best dish'],"[{'aspect': 'best dish', 'sentiment': 'positive', 'score': 1.0, 'context': 'best dish is nori wrapped tuna .'}]"
1343,food absolutely amazing ! !,['amazing food'],"[{'aspect': 'amazing food', 'sentiment': 'neutral', 'score': 0.0}]"
1344,server make feel like favor to bring food .,[],[]
1345,"an excellent alternative to fast food joint ordering in but , food slightly disappointing .","['excellent alternative', 'food joint', 'an excellent alternative', 'fast food']","[{'aspect': 'excellent alternative', 'sentiment': 'positive', 'score': 0.6, 'context': 'an excellent alternative to fast food joint ordering in'}, {'aspect': 'food joint', 'sentiment': 'conflict', 'score': 0.34, 'context': 'an excellent alternative to fast food joint ordering in but , food slightly'}, {'aspect': 'an excellent alternative', 'sentiment': 'positive', 'score': 0.6, 'context': 'an excellent alternative to fast food joint ordering in'}, {'aspect': 'fast food', 'sentiment': 'positive', 'score': 0.6, 'context': 'an excellent alternative to fast food joint ordering in but , food'}]"
1346,mermaid inn is an overall good really good seafood .,"['good seafood', 'overall seafood']","[{'aspect': 'good seafood', 'sentiment': 'positive', 'score': 0.7, 'context': 'inn is an overall good really good seafood .'}, {'aspect': 'overall seafood', 'sentiment': 'neutral', 'score': 0.0}]"
1347,work around corner tried it colleague first time .,['first time'],"[{'aspect': 'first time', 'sentiment': 'positive', 'score': 0.25, 'context': 'work around corner tried it colleague first time .'}]"
1348,went my boyfriend another couple .,[],[]
1349,staff is also attentive friendly .,[],[]
1350,all you can eat deal is truly amazing .,[],[]
1351,"is problem since we paid buck dish , to order dish to get decent taste .","['decent taste', 'buck dish']","[{'aspect': 'decent taste', 'sentiment': 'positive', 'score': 0.17, 'context': ', to order dish to get decent taste .'}, {'aspect': 'buck dish', 'sentiment': 'neutral', 'score': 0.0, 'context': 'is problem since we paid buck dish , to order dish to get'}]"
1352,"is definitely provides best experience , though , to lister people walking in street .","['best experience', 'lister people']","[{'aspect': 'best experience', 'sentiment': 'positive', 'score': 0.5, 'context': 'is definitely provides best experience , though , to lister people'}, {'aspect': 'lister people', 'sentiment': 'positive', 'score': 1.0, 'context': 'best experience , though , to lister people walking in street .'}]"
1353,rip . four small meat patty in steamed bun not worth trying .,"['meat patty', 'four small meat patty', 'steamed bun', 'small meat']","[{'aspect': 'meat patty', 'sentiment': 'positive', 'score': 0.2, 'context': 'rip . four small meat patty in steamed bun not worth trying'}, {'aspect': 'four small meat patty', 'sentiment': 'positive', 'score': 0.2, 'context': 'rip . four small meat patty in steamed bun not worth trying'}, {'aspect': 'steamed bun', 'sentiment': 'positive', 'score': 0.2, 'context': '. four small meat patty in steamed bun not worth trying .'}, {'aspect': 'small meat', 'sentiment': 'positive', 'score': 0.2, 'context': 'rip . four small meat patty in steamed bun not worth'}]"
1354,first it took u long time to find .,['long time'],"[{'aspect': 'long time', 'sentiment': 'neutral', 'score': 0.1, 'context': 'first it took u long time to find .'}]"
1355,of pizza terrific price is even better !,"['pizza terrific price', 'terrific price']","[{'aspect': 'pizza terrific price', 'sentiment': 'positive', 'score': 0.31, 'context': 'of pizza terrific price is even better !'}, {'aspect': 'terrific price', 'sentiment': 'positive', 'score': 0.31, 'context': 'of pizza terrific price is even better !'}]"
1356,"it is food ambiance , imagine dreadful it be it we to listen to an idle engine .","['food ambiance', 'an idle engine', 'idle engine']","[{'aspect': 'food ambiance', 'sentiment': 'negative', 'score': -1.0, 'context': 'it is food ambiance , imagine dreadful it be it'}, {'aspect': 'an idle engine', 'sentiment': 'neutral', 'score': 0.0, 'context': 'be it we to listen to an idle engine .'}, {'aspect': 'idle engine', 'sentiment': 'neutral', 'score': 0.0, 'context': 'it we to listen to an idle engine .'}]"
1357,food good .,[],[]
1358,"we tried every thai atlantic avenue th street , joya is best .","['avenue street', 'th street', 'thai street']","[{'aspect': 'avenue street', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'th street', 'sentiment': 'positive', 'score': 1.0, 'context': 'we tried every thai atlantic avenue th street , joya is best .'}, {'aspect': 'thai street', 'sentiment': 'neutral', 'score': 0.0}]"
1359,"immediately we paid , waiter took money said , okay , guy outta .",['guy outta'],"[{'aspect': 'guy outta', 'sentiment': 'positive', 'score': 0.5, 'context': 'took money said , okay , guy outta .'}]"
1360,dining room is quietly elegant no music to shout refreshing !,"['dining room', 'no music']","[{'aspect': 'dining room', 'sentiment': 'negative', 'score': -0.5, 'context': 'dining room is quietly elegant no music to'}, {'aspect': 'no music', 'sentiment': 'negative', 'score': -0.56, 'context': 'dining room is quietly elegant no music to shout refreshing !'}]"
1361,"admittedly , is not gigantic piece of fish overflowing plate thank goodness , in my opinion but simple , elegant sushi is no better in new york or anywhere in u .","['overflowing plate', 'new york', 'elegant sushi', 'simple , elegant sushi', 'fish overflowing plate', 'gigantic piece', 'simple sushi', 'my opinion']","[{'aspect': 'overflowing plate', 'sentiment': 'neutral', 'score': -0.0, 'context': 'is not gigantic piece of fish overflowing plate thank goodness , in my opinion'}, {'aspect': 'new york', 'sentiment': 'negative', 'score': -0.13, 'context': 'elegant sushi is no better in new york or anywhere in u .'}, {'aspect': 'elegant sushi', 'sentiment': 'neutral', 'score': -0.1, 'context': 'in my opinion but simple , elegant sushi is no better in new york'}, {'aspect': 'simple , elegant sushi', 'sentiment': 'neutral', 'score': -0.1, 'context': 'goodness , in my opinion but simple , elegant sushi is no better in new york'}, {'aspect': 'fish overflowing plate', 'sentiment': 'neutral', 'score': -0.0, 'context': ', is not gigantic piece of fish overflowing plate thank goodness , in my opinion'}, {'aspect': 'gigantic piece', 'sentiment': 'neutral', 'score': -0.0, 'context': 'admittedly , is not gigantic piece of fish overflowing plate thank goodness'}, {'aspect': 'simple sushi', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'my opinion', 'sentiment': 'positive', 'score': 0.25, 'context': 'overflowing plate thank goodness , in my opinion but simple , elegant sushi is'}]"
1362,am die hard peep lover .,"['hard peep', 'peep lover', 'hard peep lover']","[{'aspect': 'hard peep', 'sentiment': 'negative', 'score': -0.29, 'context': 'am die hard peep lover .'}, {'aspect': 'peep lover', 'sentiment': 'negative', 'score': -0.29, 'context': 'am die hard peep lover .'}, {'aspect': 'hard peep lover', 'sentiment': 'negative', 'score': -0.29, 'context': 'am die hard peep lover .'}]"
1363,"become regular , treated a one .",['a one'],"[{'aspect': 'a one', 'sentiment': 'neutral', 'score': 0.0, 'context': 'become regular , treated a one .'}]"
