id,text,aspects
1495,"fluke sashimi drizzled jalapeno lime olive oil , the fruit of the oil nicely highlighting the fish sweetness .","['jalapeno lime olive oil', 'lime oil', 'fluke sashimi', 'olive oil', 'the fruit', 'jalapeno oil', 'fish sweetness', 'the fish sweetness', 'the oil']"
1496,great sushi experience .,"['great sushi experience', 'sushi experience', 'great experience']"
1497,"if re looking great meal at decent price , go to del frisco !","['great meal', 'decent price', 'del frisco']"
1498,charge . rice .,[]
1499,my steak au poivre one of worst ve .,['my steak']
1500,"on recent sunday afternoon , friend accidently found great on way to see pulitzer prize winning play doubt .","['sunday afternoon', 'play doubt', 'pulitzer prize', 'recent sunday afternoon', 'recent afternoon']"
1501,owner staff japanese a well add to entire ambiance .,"['entire ambiance', 'owner staff japanese']"
1502,"try congee donut like deep fried dough they call ow ley soh , delicious sweet tasting bread .","['sweet bread', 'deep dough', 'fried dough', 'deep fried dough', 'delicious bread', 'delicious sweet tasting bread', 'tasting bread', 'ley soh']"
1503,"although table may be closely situated , candle light , food quality service overcompensate .","['quality service', 'food quality', 'service overcompensate', 'candle light', 'food quality service overcompensate']"
1504,food delicious waiter incredibly helpful attentive considering we one first hour .,"['food delicious waiter', 'delicious waiter', 'helpful attentive', 'first hour']"
1505,"spectacular caviar to hospitable waitstaff , felt like royalty enjoyed every second of it .","['every second', 'spectacular caviar']"
1506,be going back heartily recommend it !,[]
1507,would definitely visit .,[]
1508,definitely worth trip to battery park city !,"['battery park city', 'battery park', 'park city']"
1509,"perhaps food is considered extreme to an upper east side resident , but rest of u ve actually eaten ethnic food , is simply dull .","['side resident', 'upper resident', 'ethnic food', 'east side']"
1510,place real empty but first sunday ever opened .,['first sunday']
1511,little place definitely exceeded my expectation sure get lot of food money .,"['my expectation', 'little place', 'food money']"
1512,"ambience is delightful , service impeccable .",[]
1513,"service excellent , ac worked well thank god , it hot ! .",[]
1514,tasty but expensive .,[]
1515,get sense people care experience is nice .,['care experience']
1516,"delicious , cook friendly willing to take moment speak to shake hand .",[]
1517,so thought not change it up bit .,[]
1518,my friend ordered of special sushi roll excellent presentation tasted great !,"['my friend', 'special presentation', 'excellent presentation']"
1519,although be warned dinner menu to sit take out price different .,['dinner menu']
1520,"staff accomodating , food absolutely delicious place is lovely .","['delicious place', 'food absolutely delicious place']"
1521,p.s . please tell anyone in my family eat .,['my family']
1522,"my pick scallion pancake fried vegetable juice , special tasty guizhou chicken shredded squid family style one of my personal favorite sichuan spicy soft shell crab shuizhu fish one is hardcore sichuan food fan , recommend to my american friend a it spicy .","['shuizhu fish', 'shell crab', 'sichuan food fan', 'american friend', 'squid family style', 'family style', 'crab shuizhu', 'soft shell', 'pick scallion', 'vegetable juice', 'fried juice', 'my pick scallion', 'hardcore sichuan food fan', 'my american friend', 'fried vegetable juice', 'special tasty guizhou chicken', 'squid family', 'favorite shuizhu']"
1523,smell like stuff old canned vegetable like spinach mushroom calzone .,"['canned vegetable', 'stuff old canned vegetable', 'mushroom calzone', 'spinach calzone', 'spinach mushroom calzone', 'old vegetable']"
1524,"to celebrate birthday , three of u went to mare anticipating great food .",['great food']
1525,great deal blue point oyster beer or glass of wine !,"['great beer', 'blue point', 'point oyster', 'oyster beer']"
1526,really liked noodle dish at rice avenue compared to green curry dish .,"['curry dish', 'noodle dish', 'rice avenue', 'green curry dish']"
1527,"went to pams my girlfriend , love it .",['my girlfriend']
1528,"but whatever reason , price twice a high .",[]
1529,am relatively new to area tried pick bgel on nd disappointed service thought food overated on pricey side .,"['disappointed service', 'nd disappointed service', 'pricey side']"
1530,great atmoshere worth every bit .,[]
1531,we unpleasant experience at .,[]
1532,"spicy tuna roll unusually good rock shrimp tempura awesome , great appetizer to share !","['great appetizer', 'good shrimp', 'rock shrimp', 'awesome appetizer', 'spicy tuna', 'unusually good rock shrimp', 'awesome , great appetizer']"
1533,staff knowledgeable full of personality .,['knowledgeable staff']
1534,great staff .,['great staff']
1535,"complaint would be at an average cost of per meal , like not to to worry finding seat !","['average cost', 'an average cost']"
1536,"to finish delightful dinner experience must dessert , especially white chocolate bread pudding with gelato and hot chocolate .","['chocolate bread', 'dinner experience', 'delightful dinner experience', 'white bread', 'hot chocolate', 'delightful experience']"
1537,banana tower is an amazing dessert a well .,"['an amazing dessert', 'banana tower', 'amazing dessert']"
1538,went my friend last saturday .,['my friend']
1539,"excellent atmosphere , delicious dish good friendly service .","['excellent atmosphere', 'good service', 'delicious dish', 'friendly service']"
1540,cool place to hang friend couple of healthy drink dessert .,"['healthy dessert', 'drink dessert', 'healthy drink dessert', 'cool place']"
1541,"great vibe , lot of people .",['great vibe']
1542,"like mamoun food a well , but side by side , kati roll produce tastier food hand .","['tastier hand', 'food hand', 'mamoun food', 'tastier food hand', 'like mamoun food']"
1543,an odd group .,"['an odd group', 'odd group']"
1544,"service is bit slow , but harkens back to my year growing up in napoli , italy thing not rushed sit dinner table is night .","['my year', 'sit dinner table', 'dinner table', 'sit table', 'italy thing']"
1545,"either , or editor idea of romance must be sharing conversation next table , trying to speak louder traffic on th .","['louder traffic', 'editor idea']"
1546,love !,[]
1547,it is not consistent .,[]
1548,but the icing on the cake tiramisu resembled nothing ever .,"['the icing', 'the cake tiramisu', 'cake tiramisu']"
1549,great food price reasonable .,"['food price', 'great food price', 'great price']"
1550,wine list is not huge but def well selected .,['wine list']
1551,"cool bar great food , ton of excellent beer .","['excellent beer', 'cool bar great food', 'cool food', 'great food']"
1552,"be sure to try seasonal , always delicious , special .",[]
1553,ambience is authentic relaxing we always received attentive prompt service .,"['authentic relaxing', 'attentive prompt service', 'prompt service', 'attentive service']"
1554,"fresh , authentic , french cuisine in substantial portion .","['authentic cuisine', 'fresh cuisine', 'substantial portion', 'french cuisine']"
1555,"drink got screwed up , acted put upon .",[]
1556,one vegetarian entree abby treasure actually quite surprise it delicious and wintermelon covering an assortment of fresh mushroom and vegetable .,"['entree treasure', 'fresh mushroom', 'an assortment', 'abby treasure']"
1557,"at dumpling , not go wrong .",[]
1558,but pizza is way to expensive .,[]
1559,"staff is also young , energeic hot ! !",[]
1560,"even better , know to cook french classic like steak au poivre onglet without burning it to death or overcooking it .","['french classic', 'steak au poivre onglet']"
1561,"service decent , but not a smooth a would expect price reputation .","['not a smooth a', 'price reputation']"
1562,we wonderful meal at naples month ago on visit to nyc .,"['we wonderful meal', 'wonderful meal']"
1563,good drink .,['good drink']
1564,"great food spinach and corn dumpling and massamman curry , friendly and no nonsense service and clean and funky bathroom .","['great food spinach', 'great spinach', 'clean bathroom', 'food spinach', 'massamman curry', 'nonsense service', 'friendly spinach']"
1565,friday night .,['friday night']
1566,we girl night dinner week .,"['night week', 'dinner week']"
1567,romantic if want it to be brightly lit .,[]
1568,"however , work dinner not long ago my colleague london noticed large waterbug on ceiling .","['work dinner', 'my colleague', 'large waterbug']"
1569,recommend it !,[]
1570,taken practically every guest come to visit me in ny hooked new yorkers onto peep a well .,"['practically every guest', 'a well', 'new yorkers']"
1571,enough said !,[]
1572,live in ny but my best friend .,"['my best friend', 'best friend']"
1573,my chow fun and chow see really bland and oily .,"['my chow fun', 'chow fun']"
1574,"even though made reservation at pm night dinnerbroker , we seated at table one of best view !","['pm night dinnerbroker', 'night dinnerbroker', 'best view']"
1575,"we notice however , table looked like pita instead of naan .",[]
1576,"take look at rest menu , but oyster fantastic .","['oyster fantastic', 'rest menu']"
1577,review treked brooklyn .,['treked brooklyn']
1578,grilled cheese at home afterwards better. ! !,['grilled cheese']
1579,we pleasantly greeted .,[]
1580,red sliding door may be unique but do not block cold air outside .,"['sliding door', 'red sliding door', 'red door', 'cold air']"
1581,"great service , great food .","['great service', 'great food']"
1582,"food is expensive , but worth every bite .",[]
1583,"sometimes get bad food bad service , sometimes get good good bad service .","['good good bad service', 'bad food bad service', 'good service', 'bad service']"
1584,we finally seated waitress came by twice order check .,"['twice check', 'twice order check', 'order check']"
1585,in summer eat outside on terrace another great feature of suan ! !,"['great feature', 'another great feature']"
1586,"it perfect ny life style , it got cool design , awsome drink food lot of good looking people eating hanging at pink bar ...","['awsome drink', 'looking people', 'good people', 'cool design', 'life style', 'ny life style', 'pink bar', 'drink lot', 'good looking people', 'ny style', 'food lot']"
1587,"recommendation , of course , required !",[]
1588,we to wait at bar approx .,['bar approx']
1589,fella say best taiwanese in town .,['best taiwanese']
1590,"yeah , it good .",[]
1591,"if love seafood , would love place !",['love seafood']
1592,"good , fast service .","['good service', 'good , fast service', 'fast service']"
1593,dakshin is one of affordable tasty indian in upper east side .,"['upper east side', 'east side', 'affordable tasty indian', 'tasty indian', 'upper side', 'affordable indian']"
1594,charge different price time .,"['different time', 'different price time', 'price time']"
1595,"to at thalia be slightly deceiving beautiful on outside , so bland on inside .",[]
1596,"in love pongsri on th , but compared to suan it is slow in service overpriced .",[]
1597,"my friend experienced amazing cheese delicious , new summer menu at artisanal last night .","['summer menu', 'last night', 'my friend', 'amazing cheese delicious', 'new menu', 'new summer menu']"
1598,"am so coming back , a much a .",[]
1599,going back .,[]
1600,"it charmingly small lead to an atmoshere is extremely cozy romantic , even .","['an atmoshere', 'small lead']"
1601,it is obvious no one in idea or experience japanese cuisine .,"['no one', 'japanese cuisine']"
1602,"in term of food nothing special , we limited to several appetizer .",['several appetizer']
1603,love jazz band on fri sat .,"['love band', 'fri sat', 'love jazz band', 'jazz band']"
1604,"overall , excellent !",[]
1605,"to begin , we told minute wait started to leave , hostess offered to call u on cell phone table ready .","['phone table', 'minute wait', 'cell phone table', 'cell phone']"
1606,server give sample slice of order wait shortly might add .,['sample slice']
1607,service ok .,[]
1608,"asked certain dish prepared in comparison to similar at thai restaurant , he replied is not mcdonald , every make thing differently it is understandable every is indeed different , not need to be uncourteous to customer downright rude .","['certain dish', 'customer rude', 'customer downright rude', 'thai restaurant']"
1609,ate first time absolutely loved it !,['first time']
1610,"expect to sit inside though , table always full .",['full table']
1611,"staff is accomodating , ambiance is exciting yet relaxed , food is of world !",[]
1612,"food delicious halibut special , my husband steak , service top notch .","['my husband steak', 'service top notch', 'delicious special', 'halibut special', 'husband steak', 'top notch', 'food delicious halibut special', 'service notch']"
1613,manager claimed he could not compensate u anything on bill show lack of sophistication entire group .,"['bill show lack', 'sophistication entire group', 'show lack', 'entire group', 'bill show']"
1614,is by far my favorite in neighborhood .,['my favorite']
1615,but far east !,[]
1616,satisfying .,[]
1617,highly highly highly recommended !,[]
1618,it get yummy authentic japanese comfort food .,"['comfort food', 'authentic food', 'japanese food', 'yummy food']"
1619,we took advanatage of half price sushi deal on saturday so it well worth it .,"['half deal', 'so it', 'price sushi', 'half price sushi deal', 'sushi deal']"
1620,we came on crowded saturday night seated right away despite minute late reservation .,"['minute late reservation', 'saturday night', 'crowded night', 'late reservation']"
1621,"is cool enough to be in east village , but french enough to make feel like could be in bistro in back alley in paris .","['east village', 'back alley']"
1622,we fast to order appetizer platter since we hungry .,['appetizer platter']
1623,"staff attentive , smile on face .",[]
1624,is best shabu shabu in try state area .,"['shabu shabu', 'best shabu', 'best shabu shabu', 'state area']"
1625,"no dress code , no attitude , plenty of comfort companionship , great place to relax in an always busy midtown .","['no attitude', 'dress code', 'an always busy midtown', 'great place', 'busy midtown', 'comfort companionship', 'no dress code']"
1626,"largest freshest piece of sushi , delicious !","['delicious piece', 'largest piece', 'largest freshest piece', 'freshest piece']"
1627,even pasta is delicious rarity in new york pizza restaurant .,"['delicious rarity', 'even pasta', 'pizza restaurant', 'york restaurant', 'new york pizza restaurant']"
1628,"but we looked at menu , lot of choice , of dumpling in appetizer section .",['appetizer section']
1629,"maybe say so it looked promising people like artery clogging jewish deli food , but turn to be poorly run awful .","['promising people', 'jewish deli food', 'jewish deli', 'deli food']"
1630,my rd time manager remembered me treated me like an usual customer .,"['time manager', 'my rd time manager', 'usual customer', 'an usual customer', 'rd time']"
1631,is greatly welcome in desolate little strip prospect expressway greenwood cemetery wasteland we like to call sliv .,"['expressway wasteland', 'cemetery wasteland', 'strip expressway', 'desolate expressway', 'prospect expressway', 'little expressway', 'greenwood wasteland']"
1632,if could get toaster .,[]
1633,find returning quite often .,[]
1634,"he not making authentic neapolitan pizza in open brick oven or lightly frying zucchini blossom , he visiting regular growing legion checking on newcomer .","['open brick', 'neapolitan pizza', 'regular legion', 'authentic pizza', 'growing legion', 'regular growing legion', 'authentic neapolitan pizza']"
1635,wait staff is blantently unappreciative of business but best pie on uws !,['best pie']
1636,"ingredient taste fresher , crust is thinner crispier , slice is less oily , it never burnt like it occasionally is at joe .","['taste fresher', 'ingredient fresher', 'thinner crispier']"
1637,fish is so fresh .,[]
1638,price cheap compared to quality of service food .,"['cheap price', 'service food']"
1639,go if already in neighborhood want to bother going farther better .,[]
1640,"top in town vietnamese classic , better place cost lot .","['town vietnamese classic', 'place lot', 'cost lot', 'vietnamese classic', 'better place']"
1641,less wait time me !,[]
1642,"perfect quiet , relaxing , delicious accompaniment to afternoon of theater .","['perfect accompaniment', 'delicious accompaniment', 'quiet accompaniment', 'relaxing accompaniment']"
1643,"decor is really blah , not at hip or happening .",[]
1644,"discovered ping on internet , we entered qualm but instantly put to ease by fish tank greet a walk in .","['fish tank', 'a walk']"
1645,not go wrong at red eye grill .,"['red eye grill', 'eye grill', 'red eye']"
1646,it appears to be owner first venture it show .,"['first venture', 'owner first venture', 'owner venture']"
1647,"come family of pizzeria owner , almost ashamed to say pizza in fornino blow my family receipies away .","['pizzeria owner', 'my family receipies', 'family receipies']"
1648,go twice month !,['twice month']
1649,we ordered beef noodle soup dish thai section of menu but nothing we got thai .,['thai section']
1650,huge selection of different cream cheese of salad great .,"['great cheese', 'different cream cheese', 'huge selection', 'cream cheese', 'different cheese']"
1651,lobster sandwich is good and spaghetti with scallop and shrimp is great .,['lobster sandwich']
1652,food authentic .,[]
1653,dim sum is delectable price quite easy on wallet .,"['delectable price', 'dim sum']"
1654,"tried simple dish of spinach ravioli in light oil and garlic sauce , but it actually faired better nyc italian joint ve tried similar dish at .","['spinach ravioli', 'better joint', 'light sauce', 'similar dish', 'simple dish', 'better nyc italian joint', 'italian joint']"
1655,worst excuse japanese food ve ever encountered .,['japanese food']
1656,million better place to go in city .,"['million better place', 'better place']"
1657,"if celebrity make sweat , in ride , but if like around part ll yawn wonder whats hype .",[]
1658,okay mind oily part cause cooked way but it way bland .,"['oily part', 'okay mind', 'cooked way']"
1659,ordered chicken teriyaki dish found chicken extremely dry .,['chicken teriyaki dish']
1660,love it .,[]
1661,if want something really different try jekyll hyde .,['jekyll hyde']
1662,"we reservation at pm , but not seated pm .",[]
1663,we pam special fried fish it amazing .,"['special fish', 'special fried fish', 'fried fish']"
1664,located in greenewich village .,['greenewich village']
1665,is no excuse lousy service !,"['lousy service', 'no excuse lousy service']"
1666,three strike is .,['three strike']
1667,we bring in party of ten or so every week .,[]
1668,my boyfriend new england chowder it good but think award go to lobster bisque .,"['lobster bisque', 'new england chowder']"
1669,"so , little inconsistency but either way , pizza really good .",['little inconsistency']
1670,"overall is expensive sushi favorite , but everything delicious .","['expensive favorite', 'sushi favorite', 'expensive sushi favorite']"
1671,we would return to !,[]
1672,not enough wine by the glass either .,"['enough wine', 'not enough wine', 'the glass']"
1673,duck breast special on my last visit it incredible .,"['my last visit', 'last visit', 'duck breast']"
1674,must say it little pricey food it not a spectacular a view .,"['spectacular view', 'pricey food', 'little pricey food', 'little food']"
1675,innovator of french indian fusion do great job of making dish a interesting a possible still accessible .,"['french indian fusion', 'indian fusion', 'french fusion', 'great job']"
1676,"take seat bar back half of , saw woman get nudged time sitting .","['nudged time', 'seat bar']"
1677,no gimmick food speaks in freshness preparation .,"['gimmick food', 'freshness preparation', 'no gimmick food']"
1678,"we worried we would trouble getting in , but somehow managed to short wait .",[]
1679,my wife fried shrimp huge loved it .,['my wife']
1680,"everything good , eater .","['good eater', 'good , eater']"
1681,one not go to lucky strike food .,"['lucky food', 'lucky strike food', 'strike food']"
1682,service is awful last time do mean last time we told needed table so we would to leave .,"['last time', 'needed table']"
1683,we could get an appetizer cheese fondue .,"['appetizer cheese', 'cheese fondue', 'an appetizer cheese fondue']"
1684,"to me it exemplifies soho , cute , artsy , interesting .",[]
1685,"try everything matter , it is good .",[]
1686,time we waited well half hour table even though we reservation .,['well half hour table']
1687,happy to be regular at would warmly recommend it to anyone .,[]
1688,ve eating at taj mahal twenty year found to be excellent of indian eatery on block of indian restaurant .,"['indian restaurant', 'taj mahal']"
1689,"night without reservation , we to wait at bar little , but manager so nice made wait great experience .",['great experience']
1690,try green curry ! !,['green curry']
1691,we scallop a an appetizer delicious sauce wonderful .,"['wonderful sauce', 'delicious sauce']"
1692,we also seated promptly at time of reservation service quick professional .,"['professional service', 'reservation service']"
1693,"rarely to wait seat curry masaman , green , red full of flavor come super spicy if ask it .","['green masaman', 'full masaman', 'seat masaman', 'curry masaman', 'seat curry masaman']"
1694,food sastifying .,['food sastifying']
1695,highly recommend to anyone to give try .,[]
1696,highly recommend visiting dinner drink !,"['visiting drink', 'dinner drink', 'visiting dinner drink']"
1697,bar is well stocked interesting beer well priced wine .,"['well stocked interesting beer', 'interesting beer', 'stocked beer']"
1698,agree .,[]
1699,"last memorial day , tried to make reservation but told closed weekend interesting , but ... .","['closed weekend', 'memorial day', 'last day']"
1700,food good .,[]
1701,"great wine selection , gigondas is worth price , house champagne is great value .","['great value', 'house champagne', 'wine selection', 'great selection', 'worth price']"
1702,"at night , but it hard to hear conversation everyone else competing luxury music playing in background is also voluminous .","['luxury music', 'competing music', 'competing luxury music']"
1703,it thai .,[]
1704,enjoyed everything ever gotten fish is so fresh always prepared in great way .,['great way']
1705,particularly love yellowfun tuna mussel selection .,"['tuna selection', 'yellowfun tuna mussel selection', 'yellowfun selection', 'mussel selection']"
1706,love to visit murray my bagel fix .,"['bagel fix', 'my bagel fix']"
1707,"we made early dinner reservation thoroughly impressed , reminds me of my grandfather , old school italian scenery lot of fun stuff to admire .","['old school', 'early reservation', 'scenery lot', 'fun stuff', 'early dinner reservation', 'my grandfather', 'italian lot', 'dinner reservation']"
1708,recommended .,[]
1709,place nice calm .,['nice calm']
1710,cheese plate is varied delight great bargain at .,"['varied delight great bargain', 'great bargain', 'varied bargain', 'cheese plate', 'delight bargain']"
1711,could drank glass of water still parched so watch .,[]
1712,"we sat , we got great fast service .","['great fast service', 'great service', 'fast service']"
1713,"of server attentive , friendly quite attractive .",[]
1714,think local rate so high .,['local rate']
1715,service is average .,[]
1716,but ve done really nice job of offering typical pizzeria faves plus terrific special like godmother pizza sort of traditional flat pizza with an olive oil brushed crust and less tomato sauce than usual .,"['traditional pizza', 'tomato sauce', 'typical pizzeria', 'traditional flat pizza', 'olive oil', 'pizzeria faves', 'really nice job', 'less sauce', 'less tomato sauce', 'typical pizzeria faves', 'nice job', 'flat pizza', 'godmother pizza', 'brushed crust']"
1717,go girl ! !,[]
1718,"forgot sandwich , include plastic fork , include pita hummus platter .","['plastic fork', 'hummus platter', 'forgot sandwich', 'pita platter', 'pita hummus platter']"
1719,"steak is good , fish is good sushi surprisingly great .",['good sushi']
1720,"asian fusion , many place downtown .","['asian fusion', 'place downtown']"
1721,old school meet new world .,"['new world', 'old school']"
1722,am reluctant to write would not want my jem of pizza to become overcrowded .,['my jem']
1723,"service poor , poorly lit , staff not attentive would rather eaten at mcdonald .","['lit service', 'attentive staff']"
1724,is probably one of my new favorite place .,"['my new favorite place', 'new place', 'favorite place']"
1725,"number , alot of work to do in order to truly earn so called reputation .","['so called reputation', 'called reputation']"
1726,"family we would go to celebrate an occassion , do prefer smaller , quiter restaurant .","['quiter restaurant', 'smaller restaurant', 'smaller , quiter restaurant', 'an occassion']"
1727,one on east side is much better one on west side .,"['east side', 'west side']"
1728,know .,[]
1729,"my gf still choose to eat lot of diverse cocktail , chill decor , decent sushi .","['chill decor', 'my gf', 'diverse cocktail', 'decent sushi']"
1730,we ended dinner surprisingly light flaky apple tarte tatin .,"['flaky apple tarte tatin', 'flaky apple', 'apple tarte']"
1731,buffet nice selection .,['nice selection']
1732,waitstaff friendly .,[]
1733,is great .,[]
1734,"step cosette , re miraculously in small , beaten path parisian bistro .","['beaten path', 'small bistro', 'parisian bistro', 'step cosette']"
1735,ve several time am totally smitten .,['several time']
1736,terrible experience .,['terrible experience']
1737,love .,[]
1738,service slow to wait to order get food although not crowded .,[]
1739,to return to try chocolate !,[]
1740,"it . regular slice . slice mushroom , not mushroom .","['regular slice', 'slice mushroom']"
1741,is real gallery of star visited .,['real gallery']
1742,"food average , service pathetic , no ambience at .","['food average', 'no ambience']"
1743,really enjoyed show put on by actor .,[]
1744,first time in new york we to try new york bagel .,"['new york', 'new york bagel', 'first time']"
1745,service efficient courteous .,"['efficient service', 'courteous service']"
1746,one is definintely my least favorite .,[]
1747,urged by friend month to check mermaid inn .,"['mermaid inn', 'friend month']"
1748,miso soup lacked flavor fish unfortunately not a well prepared a in past .,"['in past', 'a in past', 'miso soup', 'flavor fish']"
1749,"everytime my husband go , we never disappointed .",['my husband']
1750,best bagel ve .,['best bagel']
1751,we not disappointed .,[]
1752,ve read of preview review people either not new yorkers or appreciation ambience food .,"['not new yorkers', 'new yorkers', 'ambience food', 'appreciation ambience', 'review people', 'appreciation ambience food']"
1753,"toon recently redone , so it attractive space .",['attractive space']
1754,"filet , side , an appetizer drink .","['an appetizer drink', 'appetizer drink']"
1755,"price nothing special , portion huge .","['price nothing', 'special , portion', 'special portion']"
1756,"nice quiet location to go eat good meal , relax , be able to talk good time .","['nice location', 'nice quiet location', 'good meal', 'quiet location', 'good time']"
1757,"we arrived dinner expecting to be impressed by an impressive past but , it past !","['impressive past', 'an impressive past']"
1758,"however , think is good hang spot .","['good hang spot', 'good spot', 'hang spot']"
1759,"menu is prix fixe , so be prepared to spend at least per person , but it is well worth itsuperb food .","['prix fixe', 'itsuperb food']"
1760,"rao is good , but it nothing special .",[]
1761,wine list is extensive impressive .,['wine list']
1762,we wonderful waitress .,['wonderful waitress']
1763,"staff at little bistro is friendly , never experienced incompetency .",['little bistro']
1764,quail fantastic unique pasta full of flavor .,"['fantastic unique pasta', 'fantastic pasta', 'unique pasta', 'full pasta']"
1765,"we left at pm , it packed noisy .",[]
1766,"okay , so never write but seem to fair balance of positive to negative review concerning green bo it time to speak up live in chinatown .","['negative review', 'fair balance']"
1767,zucchini mashed potato blend of garlic butter simply melt in mouth .,"['potato blend', 'mashed blend', 'zucchini mashed potato blend', 'garlic butter']"
1768,staff is courteous friendly .,[]
1769,never fails to please .,[]
1770,decor is nice though service be spotty .,[]
1771,"aside rushed service , we impressed food drink .","['rushed service', 'food drink']"
1772,absolutely visit .,[]
1773,make sure spicy scallop roll .. .,"['sure spicy scallop roll', 'sure roll', 'spicy scallop', 'scallop roll']"
1774,would highly recommend to anyone is looking fine indian dining experience is definitely value dollar .,"['fine experience', 'dining experience', 'indian experience', 'value dollar', 'fine indian dining experience']"
1775,even it pub atmosphere great to my kid !,"['even it', 'great atmosphere', 'my kid']"
1776,big draw is sushi . !,['big draw']
1777,consider best grand sichuan in nyc .,['best grand sichuan']
1778,we spent definetly come back my friend ! !,[]
1779,went to village last night my birthday .,['last night']
1780,"of worker ignore me talk to female customer , time , ve skipped my order .","['female customer', 'my order']"
1781,special usually quite good .,[]
1782,ve best dessert mixed drink a well a snack food .,"['a snack food', 'snack food', 'mixed drink']"
1783,try chocolate mud cake warmed scoop of dulce de leche gelato .,"['chocolate mud cake', 'dulce de leche gelato', 'chocolate mud', 'dulce de leche', 'mud cake']"
1784,good bad .,[]
1785,really cool stauff inside .,"['cool stauff', 'really cool stauff']"
1786,"new still feature much of classical furniture made tiffin so attractive , menu overhauled .",['classical furniture']
1787,best burger in village .,['best burger']
1788,we visited orsay ny week tried menu .,['ny week']
1789,would gotten cole slaw knish if my stomach space .,"['cole slaw knish', 'stomach space']"
1790,"came week , save much , but it still great .",[]
1791,would never go back .,[]
1792,three of u arrived dinner on week night without reservation .,['week night']
1793,"blond wood decor is soothing , premium sake is excellent service is great .","['excellent service', 'blond wood decor', 'wood decor', 'blond decor', 'premium sake']"
1794,is usually wait but it is well worth it .,[]
1795,"be careful , say spicy , mean it !",[]
1796,money could easily be better spent elsewhere anywhere .,[]
1797,"drawback toast bagel , make egg bagel .","['drawback toast bagel', 'egg bagel']"
1798,a always we great glass of wine we waited .,['great glass']
1799,bring appetite .,[]
1800,"wait staff is pleasant , fun , part gorgeous in wonderful aesthetic beautification way , not in way .","['wonderful way', 'aesthetic beautification', 'wonderful aesthetic beautification way', 'beautification way', 'gorgeous part']"
1801,"of course atmosphere is lacking , but do expect hour bagel anyways ?","['hour bagel', 'course atmosphere']"
1802,service good warm .,['warm service']
1803,dinner chicken tikka masala garlic naan .,"['dinner chicken', 'masala garlic naan']"
1804,cornelia street look like broadway set west side story inside of po is so cool quaint really top setting romantic dinner in nyc .,"['side story', 'west side', 'west side story', 'cornelia street', 'street look', 'romantic dinner', 'cornelia street look']"
1805,"like others said , expect to make nite romantic yes , busy may require to wait .",[]
1806,"seriously , kick as .",[]
1807,food good view of new york city skiline terrific even on foggy rainy day like of went .,"['food good view', 'foggy day', 'foggy rainy day', 'good view', 'rainy day', 'city skiline']"
1808,"also , it is so thin , it get cold quickly not filling .",[]
1809,food is nothing like menu description .,['menu description']
1810,try pad se ew or chicken with cashew nut memorable repeatable experience .,"['memorable experience', 'cashew nut', 'pad se ew', 'repeatable experience']"
1811,it o.k . pizza .,"['o.k pizza', '. pizza']"
1812,loved it would highly recommend .,[]
1813,ve twice .,[]
1814,"food is decent at best , ambience , well , it matter of opinion , may consider it to be sweet thing , thought it annoying .",['sweet thing']
1815,best to bring kid or friend want to do something different .,[]
1816,"service bit slow , but friendly .",['service bit']
1817,"however , do not understand extraordinary hype .",['extraordinary hype']
1818,it small cute .,['small cute']
1819,be returning .,[]
1820,"leon is an east village gem casual but hip , well prepared basic french bistro fare , good special , warm lively atmosphere .","['east village', 'special atmosphere', 'gem casual', 'basic fare', 'lively atmosphere', 'warm atmosphere', 'prepared fare', 'french fare', 'village casual', 'bistro fare']"
1821,food is average midtown sligtly better of heartland brewery in city .,"['heartland brewery', 'average midtown']"
1822,thius is must anyone love shabu shabu .,['shabu shabu']
1823,food absolutely horrible !,['horrible food']
1824,food appear to be cooked on premisis but high turnover so pretty fresh .,['high turnover']
1825,dirty unkempt .,['dirty unkempt']
1826,nice though .,[]
1827,warning may find it difficult to at japanese restaurant visit to mizu !,"['japanese visit', 'restaurant visit', 'japanese restaurant visit']"
1828,"similar to indian restaurant , use dinner special to attract customer at door .","['special dinner', 'indian restaurant']"
1829,it is small restuarant so go early it be nice quiet go late it be packed !,[]
1830,"people with cart of food understand speak english , job is to give delicious food point at .","['delicious food point', 'delicious point', 'food point']"
1831,"crackling calamari salad , is usually cheap disaster at many restaurant , is crispy lightly dressed .","['cheap disaster', 'many restaurant', 'calamari salad']"
1832,"not greatest sushi place , but excellent . eat .","['greatest place', 'not greatest sushi place', 'sushi place']"
1833,"shockingly easy to throw group dinner simple contract , deposit to hold date entire nd fl mezz grp of .","['simple contract', 'group contract', 'group dinner simple contract', 'entire nd']"
1834,thai ice tea amazingly smooth yummy !,"['thai ice tea', 'thai tea', 'ice tea']"
1835,we ve never problem staff but maybe we ve lucky ?,[]
1836,drink way priced .,[]
1837,main downside to is nazi like guy running it constantly complains noise level .,"['noise level', 'main downside']"
1838,like food came right it ordered .,[]
1839,"but warning to use site be weary , be weary of recommendation .",[]
1840,moderate price .,['moderate price']
1841,we great time at jekyll hyde pub last night .,"['last night', 'jekyll hyde pub', 'great time']"
1842,try it side by side no comparison .,['no comparison']
1843,think ve best meal of my life at minnow .,"['best meal', 'my life']"
1844,my biggest complaint un tasty food although presented well .,"['tasty food', 'my biggest complaint', 'un tasty food', 'biggest complaint', 'un food']"
